lcns_no,addr
20210511050,전남광주통합특별시 여수시 진남상가길 8-2(중앙동)
20210511054,전남광주통합특별시 여수시 돌산읍 강남9길 17
20210513004,"전남광주통합특별시 순천시 용당삼산로 63(119동 105호 용당동, 덕진 순천의 봄 아파트)"
20210513008,전남광주통합특별시 순천시 대석길 51(2층 연향동)
20210513015,전남광주통합특별시 순천시 삼산로 94(1층 용당동)
20210513041,"전남광주통합특별시 순천시 용당삼산로 29(상가동 103호일부호 용당동, e편한세상 순천 1단지)"
20210513624,전남광주통합특별시 순천시 조례2길 40(1층 조례동)
20210513756,전남광주통합특별시 순천시 남신월3길 19(1층 조례동)
20210513935,전남광주통합특별시 순천시 해룡면 조례못등3길 12-8(1층)
20210516376,전남광주통합특별시 나주시 남평읍 강변2길 15(1층 101호)
20210517069,전남광주통합특별시 광양시 광양읍 서평10길 21(1층중 1층 일부)
20210517343,"전남광주통합특별시 광양시 시청로 62(101동 106호 중동, e편한세상 광양)"
20210517362,전남광주통합특별시 광양시 광양읍 예구7길 33-4(1층중1층전부)
20210517407,전남광주통합특별시 광양시 광양읍 유당로 63(1층중1층일부)
20210517500,전남광주통합특별시 광양시 광양읍 와룡길 43(상가동 지하2층 201호 남해오네뜨)
20210519030,전남광주통합특별시 담양군 수북면 한수동로 578
20210519085,전남광주통합특별시 담양군 월산면 도개길 185
20210519170,전남광주통합특별시 담양군 담양읍 중앙로 63-1
20210524157,전남광주통합특별시 화순군 화순읍 쌍충로 13-20(114동 105호 화순 삼천 한양립스 아파트)
20210524205,전남광주통합특별시 화순군 화순읍 일심2길 7-1(1층 2호)
20210528110,전남광주통합특별시 영암군 삼호읍 대불주거로1길 82(103호)
20210529138,전남광주통합특별시 무안군 삼향읍 남악5로34번길 11-4(1층)
20210529347,전남광주통합특별시 무안군 삼향읍 남악3로82번가길 34(102호)
20210529381,전남광주통합특별시 무안군 삼향읍 대죽서로 41(110호)
20210529396,전남광주통합특별시 무안군 일로읍 오남로1길 9-2(103호)
20210531111,전남광주통합특별시 영광군 염산면 천년로 4-1
20210532168,전남광주통합특별시 장성군 장성읍 영천로 114-1
20210534030,전남광주통합특별시 진도군 진도읍 남동1길 57-8(2층)
20210538608,경상북도 포항시 남구 희망대로 644(지하1층 대잠동)
20210538922,경상북도 포항시 남구 오천읍 원동로 4(엠파이어상가 1층 114호)
20210539006,경상북도 포항시 남구 대이로60번길 8(1층 대잠동)
20210540243,경상북도 포항시 북구 법원로 9(1층 장성동)
20210540416,경상북도 포항시 북구 우창로 4(1층 상가 2호 우현동)
20210540660,경상북도 포항시 북구 흥해읍 초곡지구로52번길 14(1층)
20210540672,"경상북도 포항시 북구 흥해읍 초곡지구로 68(1층 103,104호)"
20210540755,경상북도 포항시 북구 흥해읍 초곡지구로58번길 38-6(1층)
20210540988,경상북도 포항시 북구 우창동로 70(테라스31 1층 109호 우현동)
20210541079,경상북도 포항시 북구 학산로 62(롯데백화점 9층 학산동)
20210542208,"경상북도 경주시 용황로7길 8(302동 310호 용강동, 협성휴포레용황)"
20210542323,경상북도 경주시 산내면 문복로 225(1층)
20210542621,경상북도 경주시 안강읍 화전길 50(B동 1호)
20210543091,경상북도 경주시 용황로 91-2(1동 101호 용강동)
20210545260,경상북도 김천시 봉산면 경부고속도로 213(경부고속도로 추풍령휴게소 1층)
20210545261,경상북도 김천시 봉산면 경부고속도로 213(경부고속도로 추풍령휴게소 1층)
20210545303,경상북도 김천시 봉산면 경부고속도로 214-1(추풍령휴게소 서울방향 1층)
20210545304,경상북도 김천시 봉산면 경부고속도로 214-1(추풍령휴게소 서울방향 1층)
20210545432,경상북도 김천시 혁신8로 5(율곡테크노밸리 1층 126호 율곡동)
20210547119,"경상북도 안동시 앙실로 25(104동 1층 6호 수상동, 안동 코오롱하늘채)"
20210547129,경상북도 안동시 제비원로 170(경안타운 102동 107-1호 금곡동)
20210552182,경상북도 구미시 봉곡남로 102-1(1층 봉곡동)
20210552499,경상북도 구미시 고아읍 들성로 222(1동 1층)
20210552671,"경상북도 구미시 산동읍 신당2로 57(1동 1층 108,109호)"
20210552749,"경상북도 구미시 인동가산로 20(1동 1,2층 진평동)"
20210553185,경상북도 구미시 선산읍 남문로 30-1(1층)
20210553577,"경상북도 구미시 송정대로 99(송정 유성푸르나임 1층 103,104호 송정동)"
20210558077,경상북도 영주시 지천로 107(1층 휴천동)
20210558271,경상북도 영주시 구성로 377(영주동)
20210558299,경상북도 영주시 서원로 221-10(1층 101호 하망동)
20210558383,경상북도 영주시 대동로31번길 25-9(가흥동)
20210559142,경상북도 영천시 호국로 139(망정동)
20210560082,경상북도 상주시 낙동면 영남제일로 608
20210560138,경상북도 상주시 상산로 254-9(남성동)
20210560225,경상북도 상주시 동수1길 88(서문동)
20210562096,경상북도 문경시 돈달로 20(2층 모전동)
20210562183,경상북도 문경시 점촌1길 14-1(1층 점촌동)
20210564049,경상북도 경산시 남매공원로1길 7(109호 계양동)
20210564330,경상북도 경산시 하양읍 대학로 1514(1층)
20210564960,"경상북도 경산시 청운2로 74(101동 지하층 상가110호 조영동, 강산애아파트 2차)"
20210564967,경상북도 경산시 남매공원로1길 7(106호 계양동)
20210567005,경상북도 의성군 옥산면 노천길 79
20210570165,경상북도 영덕군 영덕읍 중앙길 111(1층)
20210572069,경상북도 고령군 대가야읍 왕릉로 79
20210574100,경상북도 칠곡군 석적읍 서중리1길 2(1층)
20210574101,경상북도 칠곡군 석적읍 북중리3길 42(1층 102호)
20210574416,경상북도 칠곡군 석적읍 유학로 9(1층)
20210575031,경상북도 예천군 호명읍 새움3로 16(No.1 타워 115호)
20210575130,경상북도 예천군 호명읍 행복7길 10(예천축산농협 경북도청점 2층)
20210575146,"경상북도 예천군 호명면 새움2로 18(JM스퀘어빌딩 110, 111호)"
20210577024,경상북도 울진군 북면 울진북로 2095(성용빌딩 1층 105호)
20210577051,경상북도 울진군 울진읍 읍내1길 3
20210581154,경상남도 창원시 의창구 용동로57번길 8(한마음병원지하1층 푸드엠파이어 사림동)
20210581155,경상남도 창원시 의창구 용동로57번길 8(한마음병원지하1층푸드엠파이어 사림동)
20210581213,경상남도 창원시 의창구 용동로 45(현대썬앤빌더스퀘어A동202-1호 2층 사림동)
20210581522,경상남도 창원시 의창구 북면 감계로 221(상가2동 지하1층 101호 창원 감계 푸르지오)
20210581640,경상남도 창원시 의창구 태복산로31번길 40(1층 일부 도계동)
20210581794,경상남도 창원시 의창구 남산로 32(벽산블루밍아파트C단지1층 102호103호 팔용동)
20210584005,경상남도 창원시 성산구 반송로50번길 17(거성상가 1층 일부호 반지동)
20210584294,경상남도 창원시 성산구 중앙대로 124(롯데백화점 지하1층 일부호 상남동)
20210584317,경상남도 창원시 성산구 중앙대로 124(롯데백화점 지하1층 일부호 상남동)
20210584863,경상남도 창원시 성산구 용지로169번길 11-15(엑센트빌딩 1층 101호 용호동)
20210587004,경상남도 창원시 마산합포구 진동면 신서촌2길 20(1층 101호)
20210587335,"경상남도 창원시 마산합포구 현동1길 8(109호 현동, 중흥에스클래스프라디움3차)"
20210589091,"경상남도 창원시 마산회원구 삼호로 80(2층 양덕동, 메트로시티 2단지)"
20210589103,"경상남도 창원시 마산회원구 삼호로 80(양덕동, 메트로시티 2단지)"
20210591075,"경상남도 창원시 진해구 신항동로 141(1층 104호 용원동, 애플타운 헤리티지)"
20210591092,경상남도 창원시 진해구 냉천로 160(103호 자은동)
20210591093,경상남도 창원시 진해구 이동로 34(1층 이동)
20210591249,경상남도 창원시 진해구 냉천로 106(상가동 104호 자은동)
20210591384,경상남도 창원시 진해구 남영로 59(1층 104호 남문동)
20210591385,경상남도 창원시 진해구 벚꽃로 78-1(1층 일부호 충무동)
20210591575,경상남도 창원시 진해구 냉천남로 3-28(1층 111호 자은동)
20210593069,경상남도 진주시 진양호로563번길 6-7(가제A동2호 1층일부 장대동)
20210593155,경상남도 진주시 에나로127번길 30(드림어반스퀘어 4층 407호 충무공동)
20210593671,"경상남도 진주시 개양로 100(상가106동 108호 가좌동, 스카이 시티프라디움)"
20210593717,"경상남도 진주시 개양로 100(상가동 1층 107동 110호 가좌동, 스카이 시티프라디움)"
20210593768,경상남도 진주시 서장대로 271-2(1층일부 이현동)
20210593773,"경상남도 진주시 에나로 142(솔레어빌딩 주1동 1층 109호, 110호 충무공동)"
20210594119,경상남도 진주시 향교로12번길 4(1층 평안동)
20210596093,경상남도 통영시 광도면 죽림4로 52(1층)
20210596183,경상남도 통영시 광도면 죽림5로 56(523동 206호 주영 더 팰리스 5차아파트)
20210596214,경상남도 통영시 통영해안로 365(1층 동호동)
20210596497,"경상남도 통영시 북신로 22(119동 101호 북신동, 통영 해모로 오션힐 아파트)"
20210598173,경상남도 사천시 숲뫼길 87(1층 향촌동)
20210598248,경상남도 사천시 주공로 26-10(1층 벌리동)
20210599181,경상남도 김해시 김해대로1902번길 39(1층 구산동)
20210599888,경상남도 김해시 번화2로 2(아쿠아빌딩 108호 삼문동)
20210599962,경상남도 김해시 주촌면 천곡로15번길 20(1층)
20210600262,경상남도 김해시 삼계로205번길 15(1층 삼계동)
20210600350,경상남도 김해시 장유로 469(롯데아울렛 3층 신문동)
20210600887,경상남도 김해시 주촌면 선지로46번길 5(1층)
20210601010,경상남도 김해시 해반천로278번길 6(1층 삼계동)
20210601045,경상남도 김해시 삼계중앙로 30(1층 101호 삼계동)
20210604053,경상남도 거제시 수양로 454-3(1층 101호 수월동)
20210604055,경상남도 거제시 장평로 12(홈플러스 거제점 지하1층 장평동)
20210604555,경상남도 거제시 장목면 거제북로 2501-40(한화리조트 거제 벨버디어 지하3층 실내수영장스낵바호)
20210604795,"경상남도 거제시 성산로 33(상가113동 1층 103호 옥포동, e편한세상 옥포아파트 1단지)"
20210604821,경상남도 거제시 일운면 옥림길 141(1층)
20210606326,경상남도 양산시 물금읍 물금로 41(상가동 101호 양산물금양우내안애5차리버파크)
20210606379,경상남도 양산시 물금읍 새실로 159(나래메트로시티 E동 115호)
20210606579,경상남도 양산시 평산로 34(1층 평산동)
20210607507,경상남도 양산시 덕계서로 175-2(1층 덕계동)
20210607777,경상남도 양산시 동면 내송큰들로 141(상가동 122호)
20210611169,경상남도 창녕군 남지읍 문화길 66-1(1층)
20210612065,경상남도 고성군 고성읍 중앙로 46(1층)
20210620343,"제주특별자치도 제주시 동문로4길 9(동문공설시장, 동문공영주차장 지하1층 A-7호 일도일동)"
20210620736,제주특별자치도 제주시 애월읍 곽지9길 39(2층)
20210620877,제주특별자치도 제주시 박성내동길 49-1(1층 아라이동)
20210620883,제주특별자치도 제주시 동화로1길 9(1층 화북일동)
20210621006,제주특별자치도 제주시 애월읍 고내로9길 1(1층)
20210621148,제주특별자치도 제주시 월성로 26(1층 용담이동)
20210621635,제주특별자치도 제주시 연동7길 22(1층 연동)
20210621808,"제주특별자치도 제주시 수덕5길 35(102호 노형동, 대원빌라)"
20210621874,제주특별자치도 제주시 아란7길 3-2(1층 아라일동)
20210622058,제주특별자치도 제주시 동화로 7(1층 화북일동)
20210622065,제주특별자치도 제주시 한경면 중산간서로 3632(1층)
20210622096,충청남도 예산군 예산읍 예산시장길 2(174호)
20210622212,제주특별자치도 제주시 과원북4길 95(1층 연동)
20210622546,제주특별자치도 제주시 한라대학로 114(제1동 지1층 노형동)
20210622839,제주특별자치도 제주시 중앙로 291(복강빌딩 1층 이도이동)
20210624012,제주특별자치도 서귀포시 동홍남로 50(동홍동)
20210624647,제주특별자치도 서귀포시 신서귀로 118(서호동)
20210624661,제주특별자치도 서귀포시 대정읍 글로벌에듀로 370(이노에듀파크 138호)
20210624727,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38(지하1층)
20210624754,제주특별자치도 서귀포시 대포로 174(2층 대포동)
20210624814,제주특별자치도 서귀포시 천제연로 221(1층 중문동)
20210624927,제주특별자치도 서귀포시 대청로 29(1층 105호 강정동)
20210626025,"경기도 하남시 신우실로 65(2층 204, 205호 감일동)"
20210626027,경기도 하남시 미사대로 750(스타필드 하남 B1층 B114호 신장동)
20210626091,경기도 하남시 미사대로 750(스타필드 하남 지1층 G273호 신장동)
20220027271,서울특별시 종로구 삼일대로15길 24(1층 관철동)
20220027452,서울특별시 종로구 새문안로 82(에스타워 1층 신문로1가)
20220027513,서울특별시 종로구 윤보선길 16-1(1층 안국동)
20220027531,서울특별시 종로구 우정국로 26(센트로폴리스 지상1층 Retail 1R-7호 공평동)
20220027777,서울특별시 종로구 종로3길 17(D타워 3층 301~303호 청진동)
20220027835,"서울특별시 종로구 송월길 155(4102호 교북동, 경희궁자이 4단지)"
20220032085,서울특별시 중구 마른내로 28(2층 초동)
20220032179,서울특별시 중구 덕수궁길 7(5층 태평로2가)
20220032219,서울특별시 중구 남대문로 81(14층 소공동)
20220032342,"서울특별시 중구 남대문로9길 40(2층 206,207,208,209호 다동)"
20220032344,서울특별시 중구 을지로 170(을지트윈타워 을지로4가)
20220032368,서울특별시 중구 장충단로13길 20(14층 을지로6가)
20220032408,서울특별시 중구 다산로 147(2층 신당동)
20220032606,서울특별시 중구 세종대로 14(2층 남대문로5가)
20220032862,서울특별시 중구 남대문로 81(13층 소공동)
20220032880,서울특별시 중구 남대문로 81(지하1층 소공동)
20220032917,서울특별시 중구 남대문로 81(지하1층 소공동)
20220032998,서울특별시 중구 남대문로5길 15(지하2층 북창동)
20220033034,서울특별시 중구 한강대로 416(1층 남대문로5가)
20220033052,서울특별시 중구 을지로 224(2층 을지로5가)
20220033208,"서울특별시 중구 퇴계로 100(지하1층 B106, B109호 회현동2가)"
20220037140,서울특별시 용산구 한강대로23길 55(아이파크몰 테이스트파크 4층 2-2호 한강로3가)
20220037152,서울특별시 용산구 한강대로23길 55(용산역 리빙파크 D7 7층 한강로3가)
20220037248,서울특별시 용산구 청파로 378(한국철도공사 4층 306호 동자동)
20220037288,서울특별시 용산구 청파로 378(한국철도공사 4층 303호 동자동)
20220037289,서울특별시 용산구 청파로 378(한국철도공사 4층 302호 동자동)
20220037654,"서울특별시 용산구 한남대로 91(지하2층 한남동, 나인원 한남)"
20220037938,서울특별시 용산구 한강대로23길 55(용산아이파크몰 4층 한강로3가)
20220037954,서울특별시 용산구 한강대로23길 55(테이스티파크 7층 한강로3가)
20220037982,서울특별시 용산구 한강대로23길 55(용산아이파크몰 4층 한강로3가)
20220037984,서울특별시 용산구 한강대로23길 55(용산아이파크몰 7층 한강로3가)
20220038009,서울특별시 용산구 한강대로23길 55(아이파크몰 7층 한강로3가)
20220038038,"서울특별시 용산구 이태원로 167(1,2,3층 이태원동)"
20220038194,서울특별시 용산구 한강대로23길 55(아이파크몰 패션파크 5층 한강로3가)
20220041144,서울특별시 성동구 금호산2길 29-5(1층 101호 금호동3가)
20220041308,"서울특별시 성동구 매봉길 48(1층 101, 102, 103, 104호 옥수동)"
20220041379,"서울특별시 성동구 왕십리로 410(J동 1층 125호 하왕십리동, 센트라스)"
20220041704,"서울특별시 성동구 연무장길 39-25(1, 2층 성수동2가)"
20220042032,서울특별시 성동구 왕십리로 287-1(장원이불수예 1층 행당동)
20220042073,"서울특별시 성동구 무학로 33(156동 1층 106호 하왕십리동, 텐즈힐)"
20220042165,"서울특별시 성동구 왕십리로 83-21(디타워 스트리트동 지1층 B101-1호 성수동1가, 아크로 서울포레스트)"
20220045470,서울특별시 광진구 능동로13길 9(1층 화양동)
20220045575,서울특별시 광진구 아차산로33길 49(2층 화양동)
20220046054,서울특별시 광진구 광나루로 533(화우A동 1층 구의동)
20220046116,서울특별시 광진구 능동로 400(보건복지행정타운 1층 128호 중곡동)
20220049282,서울특별시 동대문구 장한로26나길 59(1층 장안동)
20220049614,"서울특별시 동대문구 답십리로66길 81(1층 109호 장안동, 로얄연립)"
20220050122,"서울특별시 동대문구 왕산로 249-1(1층 101호, 102호 청량리동)"
20220054119,서울특별시 중랑구 중랑역로 143-1(1층 묵동)
20220054254,서울특별시 중랑구 용마산로 408(gs25시 1층 면목동)
20220054283,서울특별시 중랑구 면목로 231-1(1층 101호 면목동)
20220054305,"서울특별시 중랑구 면목로 490(101호 상봉동, 상봉타워)"
20220054401,서울특별시 중랑구 동일로101길 11(1층 면목동)
20220054694,서울특별시 중랑구 용마산로 490(대아빌딩 가동 1층 우측호 망우동)
20220054906,"서울특별시 중랑구 동일로126길 92(201동 101호 상봉동, 시온빌라트)"
20220054978,"서울특별시 중랑구 겸재로 240(지상 1층 105호 면목동, 행복오피스텔)"
20220055053,서울특별시 중랑구 면목로48길 37(1층 면목동)
20220055138,"서울특별시 중랑구 면목로 256(지하1층 B103,B104호 면목동, 세윤팰리스)"
20220059657,서울특별시 성북구 동소문로 115-1(1~2층 동선동4가)
20220059950,"서울특별시 성북구 화랑로 237(지하1층 B3,B4,B5호 장위동)"
20220060115,서울특별시 성북구 돌곶이로40길 46(일원 꿈의숲아이파크 단지내상가 6동 1호 장위동)
20220063255,"서울특별시 강북구 도봉로 315(111호 수유동, 에피소드 수유 838)"
20220063752,서울특별시 강북구 삼양로 423(1층 수유동)
20220063813,서울특별시 강북구 도봉로 62(롯데백화점 미아점 지하2층 미아동)
20220063893,"서울특별시 강북구 솔매로 131(1,2층 미아동)"
20220067223,서울특별시 도봉구 도봉로 684(방학역 모비우스스퀘어 8층 방학동)
20220067273,서울특별시 도봉구 방학로6가길 68(1층 방학동)
20220067508,"서울특별시 도봉구 도봉로 504(1층 102호 창동, 스마트트라움)"
20220067594,서울특별시 도봉구 도봉로110바길 18(1층 창동)
20220071018,서울특별시 노원구 동일로 1000(와이엔타워 1층 104호 공릉동)
20220071214,"서울특별시 노원구 덕릉로71길 5(상가동 1층 103,104호 중계동, 성원아파트)"
20220071295,"서울특별시 노원구 동일로 1701(1층 120호 상계동, 희성오피앙)"
20220071881,"서울특별시 노원구 동일로 1368(롯데프라자빌딩 1층 101,105호 상계동)"
20220076059,서울특별시 은평구 통일로 1050(롯데몰 은평점 4층 진관동)
20220076069,서울특별시 은평구 진흥로16길 2(1층 녹번동)
20220076503,서울특별시 은평구 통일로 1050(롯데몰 은평점 4층 진관동)
20220076798,"서울특별시 은평구 응암로 305(1층 103호 응암동, 드림캐시아)"
20220076807,"서울특별시 은평구 진관3로 11(1층 110호 진관동, 은평뉴타운 힐데스하임)"
20220076955,"서울특별시 은평구 서오릉로2길 12(1층 101호 녹번동, 거장메카)"
20220077105,서울특별시 은평구 통일로66길 10-1(1층 101호 불광동)
20220080102,서울특별시 서대문구 북아현로14길 16(1층 북아현동)
20220080479,서울특별시 서대문구 신촌로 109(신촌르메이에르타운5 1층 102호 창천동)
20220080564,서울특별시 서대문구 증가로 229(1층 북가좌동)
20220080595,서울특별시 서대문구 신촌로 83(현대백화점신촌점 지하1층 창천동)
20220081294,"서울특별시 서대문구 홍제내길 52(1,2층 홍제동)"
20220084811,서울특별시 마포구 월드컵북로 375(DMC 이안상암1단지 1층 108호 상암동)
20220085571,서울특별시 마포구 마포대로 8(지하1층 마포동)
20220085573,서울특별시 마포구 마포대로 8(22층 마포동)
20220085575,"서울특별시 마포구 마포대로 8(나루 20층 2001,2002,2003호 마포동)"
20220085613,서울특별시 마포구 어울마당로 134(2층 서교동)
20220085726,"서울특별시 마포구 마포대로 144(마포T타운 B1층 C,D호 공덕동)"
20220085746,서울특별시 서대문구 연세로12길 30(1층 창천동)
20220086091,"서울특별시 마포구 마포대로 109(지1층 B111호 공덕동, 롯데캐슬프레지던트)"
20220086419,서울특별시 마포구 양화로 141(롯데호텔 L7홍대 19층 동교동)
20220086464,서울특별시 마포구 와우산로38길 4(지층 일부층 동교동)
20220086603,"서울특별시 마포구 마포대로 63-8(삼창프라자빌딩 지1층 19,20호 도화동)"
20220089072,서울특별시 양천구 신월로 200(1층 신월동)
20220089238,서울특별시 양천구 목동동로 233-3(삼성화재서비스빌딩 102호 목동)
20220089948,"서울특별시 양천구 목동동로 257(지상 1층 목동, 현대하이페리온)"
20220090040,"서울특별시 양천구 목동동로 257(지하 2층 목동, 현대하이페리온)"
20220090041,"서울특별시 양천구 목동동로 257(지하 2층 목동, 현대하이페리온)"
20220090042,"서울특별시 양천구 목동동로 257(지하2층 목동, 현대하이페리온)"
20220090043,"서울특별시 양천구 목동동로 257(지하2층 목동, 현대하이페리온)"
20220090044,"서울특별시 양천구 목동동로 257(지하2층 목동, 현대하이페리온)"
20220090049,"서울특별시 양천구 목동동로 257(지하 2층 목동, 현대하이페리온)"
20220090389,"서울특별시 양천구 목동동로 257(1층 목동, 현대하이페리온)"
20220093123,"서울특별시 강서구 등촌로 211(A동 1층 101호 등촌동, 한울팰리스)"
20220093457,"서울특별시 강서구 하늘길 38(김포공항, 롯데몰, 스카이시티 MF층 방화동)"
20220093736,서울특별시 강서구 공항대로8길 41(1층 좌측 102호 공항동)
20220094283,서울특별시 강서구 공항대로 186(로뎀타워 1층 111호 마곡동)
20220094619,"서울특별시 강서구 화곡로 398(홈플러스강서점앤본사사옥 1층 XG, Y12호 등촌동)"
20220094795,"서울특별시 강서구 공항대로45길 68-6(2층 203호 등촌동, 서광등촌마을아파트)"
20220094810,서울특별시 강서구 공항대로65길 26(태선빌딩 1층 102호 염창동)
20220094894,서울특별시 강서구 공항대로 290(1층 105호 내발산동)
20220094934,서울특별시 강서구 마곡서로 101(동익드미라벨복합빌딩 1층 161호 마곡동)
20220094961,"서울특별시 강서구 등촌로13길 40(지하1층 B02호 화곡동, 엘케이드림빌)"
20220095061,서울특별시 강서구 하늘길 38(지하1층 방화동)
20220095216,서울특별시 강서구 양천로 570(NH서울축산농협 NH서울타워 1층 111호 등촌동)
20220095269,서울특별시 강서구 강서로5라길 191(1층 화곡동)
20220095389,서울특별시 강서구 양천로 570(NH서울축산농협 NH서울타워 1층 106~108호 등촌동)
20220095395,"서울특별시 강서구 하늘길 38(김포공항, 롯데몰, 스카이시티 GF층 방화동)"
20220099106,서울특별시 구로구 가마산로 198(1층 구로동)
20220099208,서울특별시 구로구 새말로 22(1층 구로동)
20220099321,서울특별시 구로구 고척로 148-2(1층 고척동)
20220099423,서울특별시 구로구 새말로 102(신도림포스빌 127호 구로동)
20220099512,서울특별시 구로구 디지털로 306(대륭포스트타워2차 1층 103호 구로동)
20220099627,"서울특별시 구로구 경인로43길 49(1층 B-101호MB-F01-009-001호 고척동, 고척아이파크)"
20220099635,서울특별시 구로구 중앙로 105(1층 고척동)
20220099656,"서울특별시 구로구 경인로43길 49(1층 D-102MD-F01-007-001호 고척동, 고척아이파크)"
20220099668,"서울특별시 구로구 경인로43길 49(B-101MB-F01-026-001호 고척동, 고척아이파크)"
20220099712,"서울특별시 구로구 경인로43길 49(1층 D-101MD-F01-004-001호 고척동, 고척아이파크)"
20220099716,"서울특별시 구로구 경인로43길 49(2층 C-201MC-F02-004-001호 고척동, 고척아이파크)"
20220099721,"서울특별시 구로구 경인로43길 49(1층 A-102MA-F01-017-001호 고척동, 고척아이파크)"
20220099733,"서울특별시 구로구 경인로43길 49(2층 D-201MD-F02-002,003-001호 고척동, 고척아이파크)"
20220099745,"서울특별시 구로구 경인로43길 49(2층 D-201MD-F02-001-001호 고척동, 고척아이파크)"
20220103597,서울특별시 금천구 가산디지털1로 186(제이플라츠 지하 1층 B118-1호 가산동)
20220106329,서울특별시 영등포구 영중로 9(신세계백화점 지하1층 영등포동4가)
20220106800,서울특별시 서초구 효령로31길 81(1층 방배동)
20220106807,서울특별시 영등포구 선유로49길 23(선유도역2차 아이에스비즈타워 1층 108호 양평동4가)
20220106816,서울특별시 영등포구 국제금융로 10(서울 국제금융 센터 아이에프씨몰동 지하1층 147호 여의도동)
20220107161,서울특별시 영등포구 대림로 140(1층 대림동)
20220107577,서울특별시 영등포구 영중로 15(타임스퀘어 지하1층 영등포동4가)
20220107611,서울특별시 영등포구 양평로25길 8(URBAN322 지하1층 7호 양평동5가)
20220107678,서울특별시 영등포구 영중로 15(타임스퀘어 지하1층 영등포동4가)
20220107787,서울특별시 영등포구 영중로 15(타임스퀘어 지하1층 149호 영등포동4가)
20220112064,서울특별시 동작구 사당로 189(1층 사당동)
20220112377,"서울특별시 동작구 여의대방로22길 121(제상가동 제1층 1430호 신대방동, 보라매자이 더 포레스트)"
20220112523,서울특별시 동작구 노량진로 161(1층 104호 노량진동)
20220112813,서울특별시 동작구 상도로 370(1층 상도동)
20220116991,서울특별시 관악구 봉천로 209(롯데백화점 7층 봉천동)
20220117226,서울특별시 관악구 신림로 312(2층 제1호 신림동)
20220117363,서울특별시 관악구 난곡로 171(2층 신림동)
20220117380,서울특별시 관악구 국회단지2길 40(1층 봉천동)
20220121264,서울특별시 서초구 남부순환로 2406(지하1층 서초동)
20220121593,"서울특별시 서초구 서초대로 2(이수파이브 1,2층 방배동)"
20220121765,서울특별시 서초구 신반포로 176(신세계 센트럴시티 1M층 M4호 반포동)
20220122629,서울특별시 서초구 사평대로 205(센트럴시티 파미에스테이션 1층 FP103-1호 반포동)
20220122807,"서울특별시 서초구 마방로10길 2(1, 2층 양재동)"
20220122971,서울특별시 서초구 서래로 43(1층 반포동)
20220123436,서울특별시 서초구 사평대로 205(센트럴시티 파미에스테이션 2층 FP203호 반포동)
20220123497,서울특별시 서초구 바우뫼로 198(1층 양재동)
20220129005,서울특별시 강남구 논현로94길 32(여산빌딩 2층 역삼동)
20220129388,서울특별시 강남구 선릉로121길 11(향원빌딩 지상1층 논현동)
20220129483,"서울특별시 강남구 헌릉로590길 63(지상1층 105호 세곡동, 강남데시앙파크)"
20220129837,서울특별시 강남구 강남대로 352(지상1층 역삼동)
20220129862,"서울특별시 강남구 도곡로13길 19(지하1층 105호 역삼동, 역삼동 롯데캐슬 노블)"
20220129887,서울특별시 강남구 언주로 631(지상2층 202호 논현동)
20220129892,서울특별시 강남구 강남대로 310(유니온센터오피스텔 지상1층 101호 역삼동)
20220129984,"서울특별시 강남구 테헤란로 521(파르나스몰 지하1층 F-5,6호 삼성동)"
20220130222,서울특별시 강남구 남부순환로351길 8(지하1층 도곡동)
20220130325,"서울특별시 강남구 논현로20길 22(지상1층 101호 개포동, YH빌리지)"
20220130427,서울특별시 강남구 테헤란로 203(서울인터내셔널타워 지상2층 역삼동)
20220130459,서울특별시 강남구 강남대로 318(TOWER837 지상1층 102호 역삼동)
20220130522,"서울특별시 강남구 압구정로 216(코끼리상가 지상1층 16,17,18,19호 신사동)"
20220130653,서울특별시 강남구 테헤란로7길 22(과학기술회관 증축관 지하1층 105호 역삼동)
20220130679,서울특별시 강남구 강남대로98길 11(메트로 빌딩 지상1층 역삼동)
20220130784,"서울특별시 강남구 언주로 732(세종빌딩 지상1층,지상2층 논현동)"
20220130859,서울특별시 강남구 영동대로 513(코엑스 지하1층 I-114호 삼성동)
20220130886,서울특별시 강남구 테헤란로7길 22(과학기술회관 지하1층 104호 역삼동)
20220130920,서울특별시 강남구 테헤란로 231(센터필드 지하2층 WB50호 역삼동)
20220130985,"서울특별시 강남구 학동로 343(포바강남타워 지하1층 B102, B103호 논현동)"
20220131025,"서울특별시 강남구 압구정로2길 46(지상2층 201-1호 신사동, ---------)"
20220131106,서울특별시 강남구 도곡로 112(서한빌딩 지상1층 103호 도곡동)
20220131137,서울특별시 강남구 선릉로 709(지상1층 102호 논현동)
20220131248,서울특별시 강남구 테헤란로 124(삼원타워 지하1층 B135호 역삼동)
20220131336,서울특별시 강남구 봉은사로114길 12(대웅제약빌딩 별관동 지상1층 삼성동)
20220131352,"서울특별시 강남구 봉은사로 125(지상1층 101호 논현동, 리스트 강남List Gangnam)"
20220131440,서울특별시 강남구 강남대로162길 35(지상1층 일부호 신사동)
20220131650,서울특별시 강남구 도산대로66길 13(지하2층 청담동)
20220131857,서울특별시 강남구 테헤란로 231(센터필드 지상1층 E105호 역삼동)
