lcns_no,addr
20120297501,"경기도 부천시 원미구 길주로 300(중동, LOTTE백화점 10층일부)"
20120306132,경기도 평택시 팽성읍 안정쇼핑로 2(1층)
20120306382,"경기도 평택시 평택2로10번길 34(평택동,외3필지 로데오스타 203호)"
20120313270,경기도 안산시 상록구 석호로 105(1층 사동)
20120316016,"경기도 안산시 단원구 광덕4로 220(111호 고잔동, 밀레니엄프라자)"
20120323156,"경기도 고양시 덕양구 화신로272번길 58(화정동, 영프라자빌딩207호)"
20120327045,"경기도 고양시 일산서구 중앙로 1456(주엽동, 서현프라자 106호)"
20120327112,"경기도 고양시 일산서구 현중로26번길 73(탄현동, 1층일부)"
20120327318,"경기도 고양시 일산서구 산현로 7(109호 탄현동, 풍성프라자)"
20120330125,"경기도 구리시 경춘로 261(인창동, 롯데백화점8층)"
20120330132,"경기도 구리시 경춘로 261(인창동, 롯데백화점 8층)"
20120330139,"경기도 구리시 경춘로 261(인창동, 롯데백화점 8층)"
20120330140,"경기도 구리시 경춘로 261(인창동, 롯데백화점 8층)"
20120330323,경기도 구리시 벌말로 186(S.M BLD 101호 토평동)
20120332800,경기도 남양주시 별내5로 29(1층 일부 별내동)
20120333000,"경기도 남양주시 와부읍 경강로 780(1,2층)"
20120338330,경기도 시흥시 비둘기공원6길 13-1(103호 대야동)
20120348137,경기도 용인시 처인구 남사면 전나무골길2번길 94(2층 클럽하우스)
20120348276,경기도 용인시 처인구 포곡읍 포곡로 113(1층)
20120348374,"경기도 용인시 처인구 이동면 서리 1223 외14필지, 지하1층 클럽하우스동"
20120348392,경기도 용인시 처인구 금령로 108-1(105호 김량장동)
20120350288,경기도 용인시 기흥구 흥덕2로75번길 36-1(101호 영덕동)
20120353183,"경기도 용인시 수지구 성복1로 80(1층 113호,114호 성복동, 성복역 서희스타힐스)"
20120353409,"경기도 용인시 수지구 풍덕천로 142(풍덕천동, 1층)"
20120355442,경기도 파주시 광탄면 큰여울길 20-21(101호 동신라메르아파트)
20120358329,경기도 이천시 증신로 137(증포동)
20120362651,경기도 김포시 대곶면 율생로 84(1층)
20120364389,"경기도 화성시 동탄구 동탄중앙로 220(반송동, 96 A블럭 3층 S01, S02, S03, S04)"
20120365326,경기도 화성시 효행구 봉담읍 동화길 93-6(1층 107호)
20120368212,경기도 광주시 초월읍 무들로 12(1층)
20120377112,경기도 가평군 조종면 조종희망로 26
20120380035,강원특별자치도 춘천시 동내면 순환대로 877(1층)
20120380259,강원특별자치도 춘천시 안마산로 231(1층 퇴계동)
20120383359,강원특별자치도 원주시 문막읍 원문로 1234(1층 문막하휴게소가동)
20120383360,강원특별자치도 원주시 문막읍 원문로 1234(1층 문막하휴게소가동)
20120383797,강원특별자치도 원주시 중앙로 79(지상2층 중앙동)
20120392084,강원특별자치도 속초시 수복로 58(교동)
20120392157,"강원특별자치도 속초시 조양상가길 2(102호 조양동, 부영아파트 분산상가)"
20120392191,강원특별자치도 속초시 미시령로2983번길 88(장사동)
20120397131,강원특별자치도 평창군 대관령면 솔봉로 325(103동 1층)
20120399044,강원특별자치도 철원군 동송읍 이평2로17번길 11(1층)
20120403036,강원특별자치도 고성군 토성면 미시령옛길 1153
20120403037,강원특별자치도 고성군 토성면 미시령옛길 1153
20120403038,강원특별자치도 고성군 토성면 미시령옛길 1153
20120403039,강원특별자치도 고성군 토성면 미시령옛길 1153
20120403041,강원특별자치도 고성군 토성면 미시령옛길 1153
20120403111,강원특별자치도 고성군 토성면 토성로 148
20120417209,충청북도 청주시 상당구 원봉로 78(1층 용암동)
20120417212,충청북도 청주시 상당구 낭성면 관정1길 10
20120417361,"충청북도 청주시 상당구 꽃산동로 45(금천동, 뉴타운@A동상가104호)"
20120421198,충청북도 청주시 서원구 신화로 43(1층 성화동)
20120421299,충청북도 청주시 서원구 사직대로 125-1(1층 사창동)
20120425447,"충청북도 청주시 흥덕구 직지대로 308(복대동, 현대백화점충청점지하1층)"
20120425448,"충청북도 청주시 흥덕구 직지대로 308(복대동, 현대백화점충청점지하1층)"
20120425451,"충청북도 청주시 흥덕구 직지대로 308(복대동, 현대백화점충청점지하1층)"
20120425452,"충청북도 청주시 흥덕구 직지대로 308(복대동, 현대백화점충청점지하1층)"
20120425457,"충청북도 청주시 흥덕구 직지대로 308(지하1층 복대동, 현대백화점충청점)"
20120425505,충청북도 청주시 흥덕구 대신로73번길 81(1층 복대동)
20120425517,충청북도 청주시 흥덕구 가로수로1164번길 56(1층 강서동)
20120441075,충청북도 영동군 상촌면 민주지산로 3014-1
20120450019,충청남도 천안시 동남구 중앙로 262(1층 신부동)
20120450314,충청남도 천안시 동남구 풍세로 798(113호 청당동)
20120452281,충청남도 천안시 동남구 서부대로 247-12(1층 신방동)
20120456377,충청남도 당진시 밤절로 72-8(1층 우측호 원당동)
20120458236,충청남도 공주시 흑수골길 6-1(신관동)
20120461133,충청남도 아산시 배방읍 북수로 74(1층)
20120461282,충청남도 아산시 둔포면 둔포면로 18-1(1층)
20120463219,충청남도 서산시 시장2로 35(1층 동문동)
20120464139,충청남도 논산시 중앙로 205(내동)
20120464184,충청남도 논산시 벌곡면 호남지선고속도로 25(벌곡휴게소)
20120464185,충청남도 논산시 벌곡면 호남지선고속도로 25(벌곡휴게소)
20120464235,충청남도 논산시 벌곡면 벌곡로 9-58
20120467058,충청남도 금산군 금산읍 비단로 404
20120478003,전북특별자치도 전주시 완산구 홍산남로 45(104호 효자동3가)
20120478403,전북특별자치도 전주시 완산구 메너머1길 28(1층 중화산동2가)
20120481113,전북특별자치도 전주시 덕진구 기린대로 693(팔복동2가)
20120481332,전북특별자치도 전주시 덕진구 호성2길 18-5(호성동1가)
20120484059,전북특별자치도 군산시 동수송9길 16(수송동)
20120484153,전북특별자치도 군산시 나운4길 17(청탑입시학원 나운동)
20120484424,"전북특별자치도 군산시 월명로 215(101호 수송동, 시티월드)"
20120484506,전북특별자치도 군산시 조촌4길 13(조촌동)
20120487057,전북특별자치도 익산시 중앙로 22-112(중앙동1가)
20120487166,전북특별자치도 익산시 배산로 159(모현동1가)
20120487198,전북특별자치도 익산시 배산로3길 56(모현동1가)
20120490164,전북특별자치도 정읍시 명덕1길 71(농소동)
20120494067,전북특별자치도 완주군 봉동읍 둔산3로 37
20120494145,전북특별자치도 완주군 봉동읍 과학로 1015
20120499024,전북특별자치도 순창군 순창읍 순창로 185(1층)
20120503203,"전남광주통합특별시 목포시 옥암로 11(상동,,1층)"
20120503400,전남광주통합특별시 목포시 통일대로 48-1(상동)
20120506098,전남광주통합특별시 여수시 오동도로 111(3층 302호 수정동)
20120506100,"전남광주통합특별시 여수시 오동도로 111(소노캄 여수 1층 102, 103호 수정동)"
20120506101,"전남광주통합특별시 여수시 오동도로 111(소노캄 여수 1층 106,107호 수정동)"
20120506103,전남광주통합특별시 여수시 오동도로 111(24층 2401호 수정동)
20120506133,전남광주통합특별시 여수시 예울마루로 37-26(2층 208.209호 웅천동)
20120509300,전남광주통합특별시 순천시 장평로 20(1층 풍덕동)
20120509316,"전남광주통합특별시 순천시 팔마4길 9(연향동,1층)"
20120512160,전남광주통합특별시 나주시 북망문길 36-15(성북동)
20120513336,전남광주통합특별시 광양시 광장로 137(3층중1층일부층 중동)
20120519022,전남광주통합특별시 보성군 미력면 남해고속도로 63(외 53필지)
20120521004,전남광주통합특별시 장흥군 장흥읍 북부로 39(상가동 102호 수창아트빌아파트)
20120525137,전남광주통합특별시 무안군 삼향읍 남악5로34번길 11-3
20120525181,전남광주통합특별시 무안군 무안읍 불무로 50(1층)
20120527095,전남광주통합특별시 영광군 영광읍 신남로 153(1층)
20120528005,전남광주통합특별시 장성군 장성읍 영천로 165-1
20120534185,경상북도 포항시 남구 연일읍 연일중앙로 37(1층)
20120538069,경상북도 경주시 원화로 273(성동동)
20120538353,경상북도 경주시 북천길 36(동천동)
20120543172,경상북도 안동시 번영1길 58-15(1층 서부동)
20120548016,경상북도 구미시 인동36길 16(1층 진평동)
20120548386,"경상북도 구미시 송원동로 41(우방타운상가 206동 1층 1,2호 송정동)"
20120548395,경상북도 구미시 신시로16길 27-1(1층 송정동)
20120555055,"경상북도 영천시 문화새길 25(14동 8호 야사동, 문화아파트상가)"
20120560383,경상북도 경산시 성암로10길 19(옥산동)
20120560648,경상북도 경산시 압량읍 압독2로 28
20120567030,경상북도 청도군 청도읍 청화로 132
20120570136,경상북도 칠곡군 왜관읍 군청4길 24
20120571086,경상북도 예천군 예천읍 봉덕로 41
20120572042,경상북도 봉화군 명호면 광석길 28-1
20120595198,경상남도 창원시 마산합포구 아구찜길 19(오동동)
20120595421,경상남도 창원시 마산합포구 월영동서로 15(해운동)
20120601332,"경상남도 진주시 옥봉길 5-2(수정동, 1층일부)"
20120604248,"경상남도 통영시 광도면 죽림해안로 144(1,2층)"
20120604259,"경상남도 통영시 운하1길 46(상가동 122호 미수동, 대영유토피아)"
20120607604,경상남도 김해시 인제로 194(2층 어방동)
20120607878,경상남도 김해시 활천로36번길 14(삼정동)
20120607939,경상남도 김해시 율하2로 52(1층 율하동)
20120607992,경상남도 김해시 번화2로 88(상가동 104호 젤미마을 부영아파트)
20120612037,경상남도 거제시 아주로 74(1층 아주동)
20120618106,경상남도 창녕군 영산면 로터리길 51-1
20120619054,경상남도 고성군 회화면 배둔로 105-4
20120623023,경상남도 함양군 함양읍 필봉산길 106
20120627034,"제주특별자치도 제주시 공항로 2(용담이동, 제주국제공항여객청사 4층)"
20120627642,제주특별자치도 제주시 월랑로 30(제1호 1층 노형동)
20120627748,제주특별자치도 제주시 고마로 95(동남빌딩 1층 일도이동)
20120627778,제주특별자치도 제주시 연동4길 29(105호 연동)
20120627782,제주특별자치도 제주시 고마로 98-1(일도이동)
20120627930,제주특별자치도 제주시 광양13길 24(이도이동)
20120631027,제주특별자치도 서귀포시 홍중로 64-1(1층 서홍동)
20120631298,제주특별자치도 서귀포시 중문관광로 9(색달동)
20130025055,서울특별시 종로구 자하문로 17-2(체부동)
20130025542,"서울특별시 종로구 삼일대로30길 31(지하1층 , 지상1층 익선동)"
20130029168,"서울특별시 중구 퇴계로 216(1,2층 충무로4가)"
20130029181,"서울특별시 중구 세종대로 135(1층 태평로1가, 코리아나호텔)"
20130029406,"서울특별시 중구 세종대로 58(남대문로4가, 1층)"
20130029407,"서울특별시 중구 세종대로 58(남대문로4가, 16층)"
20130033124,"서울특별시 용산구 백범로90길 38(문배동, 24-8 지상2층 201,202호)"
20130033134,"서울특별시 용산구 장문로 72(보광동, 210-8 지상1층)"
20130033148,"서울특별시 용산구 이태원로 272(한남동, 729-74 지상3층)"
20130039228,"서울특별시 광진구 자양로 109(1층 101,102호 자양동)"
20130039382,서울특별시 광진구 면목로 137-1(1층 중곡동)
20130039446,서울특별시 광진구 천호대로129길 7(2층 중곡동)
20130039611,"서울특별시 광진구 광나루로 361(104호 군자동, 광진동양파라곤2단지)"
20130042712,"서울특별시 동대문구 정릉천동로 58(1층 126,127호 용두동, 롯데캐슬피렌체)"
20130042763,서울특별시 동대문구 답십리로72길 66(1층 장안동)
20130046376,"서울특별시 중랑구 겸재로 201(1층 105호 면목동, 봄작시티 201)"
20130050426,서울특별시 성북구 동소문로26길 1(동선동3가)
20130050501,"서울특별시 성북구 아리랑로19가길 20(상가동 201호 정릉동, 외1필지 정릉꿈에그린)"
20130056310,"서울특별시 도봉구 도봉로 678(지하2층 방학동, 홈플러스)"
20130059705,"서울특별시 노원구 동일로192길 77(2층 204호 공릉동, 동신아파트 102동 상가)"
20130066380,"서울특별시 서대문구 서소문로 27(충정로3가, 충정리시온 109호)"
20130069015,서울특별시 마포구 어울마당로 61(지상1층 서교동)
20130069592,"서울특별시 마포구 월드컵로 105(망원동, 2층 일부)"
20130069756,"서울특별시 마포구 월드컵북로 502(상암동, 월드컵파크프라자 1층 113호)"
20130073221,서울특별시 양천구 목동로 218(1층 목동)
20130073363,"서울특별시 양천구 가로공원로 123(1층 101호 신월동, 우진팰리스)"
20130073386,서울특별시 양천구 오목로 319(2층 목동)
20130073428,서울특별시 양천구 신월로 294(2층 신정동)
20130076207,"서울특별시 강서구 양천로57길 9-19(1층 105호 가양동, 2동, 동양트레벨스카이)"
20130076283,서울특별시 강서구 화곡로 398(홈플러스강서점앤본사사옥 4층 등촌동)
20130076416,"서울특별시 강서구 강서로45길 92-22(1층 내발산동, 1동)"
20130077081,"서울특별시 강서구 화곡로 347(그랜드아이파크 1층 112호 화곡동, 6동)"
20130077092,서울특별시 강서구 가로공원로 197-1(1층 화곡동)
20130080317,서울특별시 구로구 새말로8길 3(양재빌딩 지상2층 구로동)
20130080515,서울특별시 구로구 고척로 228-12(고척동)
20130084118,"서울특별시 금천구 디지털로10길 9(지상7층 가산동, 현대아울렛)"
20130084342,서울특별시 금천구 시흥대로 150(지상1층 시흥동)
20130086393,"서울특별시 영등포구 여의동로 290(여의도동, 노들나루 1층일부,2층)"
20130086515,"서울특별시 영등포구 당산로 42(문래동3가, 2층일부)"
20130086644,"서울특별시 영등포구 경인로 846(영등포동, 롯데백화점 10층)"
20130086858,"서울특별시 영등포구 여의대방로 394(우정빌딩 1층 114,115호 여의도동)"
20130087161,"서울특별시 영등포구 여의대로 24(여의도동, 전국경제인영합회회관 타워동 지하1층)"
20130091133,"서울특별시 동작구 상도로30길 39(120동 108-1호 상도동, 상도두산위브아파트)"
20130091687,서울특별시 동작구 사당로 202(1층 사당동)
20130094238,서울특별시 관악구 남부순환로 2044(2층 남현동)
20130094749,서울특별시 관악구 청룡길 31(1층 봉천동)
20130094838,서울특별시 관악구 남부순환로 1855(1층 봉천동)
20130094947,서울특별시 관악구 청룡길 40(1층 봉천동)
20130098271,서울특별시 서초구 방배로 195(111호 방배동)
20130098373,서울특별시 서초구 마방로2길 68(1층 양재동)
20130098531,"서울특별시 서초구 서초대로 240(2층 212호~219호 서초동, 동일하이빌)"
20130099013,"서울특별시 서초구 잠원로 51(5층 잠원동, 뉴코아백화점)"
20130099183,서울특별시 서초구 반포대로 222(지하1층 서울성모병원 반포동)
20130099396,서울특별시 서초구 서초중앙로 75(201호 서초동)
20130105264,서울특별시 강남구 선릉로 664(지상1층 삼성동)
20130105402,서울특별시 강남구 논현로 841(신사동)
20130105703,서울특별시 강남구 논현로10길 29(지상2층 개포동)
20130105972,서울특별시 강남구 압구정로2길 35(106호 신사동)
20130106157,서울특별시 강남구 테헤란로 517(현대백화점 지하1층 식품관 일부호 삼성동)
20130106583,서울특별시 영등포구 여의대로 108(더현대서울 6층 여의도동)
20130107040,서울특별시 강남구 테헤란로33길 24(2층 역삼동)
20130107331,서울특별시 강남구 선릉로 705(지상1층 논현동)
20130107391,서울특별시 강남구 테헤란로 509(NC타워 1층 삼성동)
20130114069,서울특별시 송파구 삼학사로19길 28(1층 101호 삼전동)
20130114152,서울특별시 송파구 오금로11길 11-8(107호 방이동)
20130114266,서울특별시 송파구 위례성대로18길 32(지상1층 방이동)
20130114325,"서울특별시 송파구 올림픽로43길 88(지하1층 풍납동, 서울아산병원 동관)"
20130114716,서울특별시 송파구 오금로17길 5(지상1층 방이동)
20130115205,"서울특별시 송파구 올림픽로 240(지상1,2층 잠실동, 롯데월드매직아일랜드내)"
20130120497,서울특별시 강동구 상일로5길 15(1층 일부호 상일동)
20130120604,"서울특별시 강동구 구천면로 233(한양메디스퀘어 1층 105호,106호 천호동)"
20130129025,부산광역시 동구 고관로13번길 63(초량동)
20130131455,"부산광역시 부산진구 백양대로208번길 90(104호 개금동, 한진아파트상가동)"
20130131641,부산광역시 부산진구 신천대로62번길 51(1층 부전동)
20130134252,부산광역시 동래구 중앙대로 1393(롯데백화점 8층 온천동)
20130139272,부산광역시 북구 시랑로 47(1층 구포동)
20130144216,부산광역시 사하구 낙동대로 158(괴정동)
20130144390,부산광역시 사하구 괴정로 230-2(괴정동)
20130144485,부산광역시 사하구 다대로429번길 15(다대동)
20130147175,부산광역시 금정구 무학송로 142(부곡동)
20130147266,부산광역시 금정구 금사로 156(1층 회동동)
20130149041,"부산광역시 강서구 명지오션시티10로 16(222동 1층 201~3호 명지동, 영어도시 퀸덤1차 링컨타운상가동)"
20130152288,"부산광역시 수영구 남천동로10번길 15(1층 101호 남천동, 그린빌리지)"
20130154293,부산광역시 사상구 새벽로167번길 14(감전동)
20130158185,"대구광역시 중구 중앙대로81길 54(종로1가, 지상1층)"
20130158204,"대구광역시 중구 대봉로 239(대봉동, 지상1층)"
20130158524,대구광역시 중구 동성로5길 70-2(삼덕동1가)
20130158540,"대구광역시 중구 국채보상로 547(종로1가, 지상4층)"
20130158587,"대구광역시 중구 대봉로 215(대봉동, 지상1층)"
20130160365,대구광역시 북구 대현로 113-1(1층 대현동)
20130160515,대구광역시 동구 동촌로 370(1층 용계동)
20130160631,대구광역시 동구 팔공로49길 16(1층 봉무동)
20130163241,대구광역시 서구 국채보상로 168(중리동)
20130166228,대구광역시 남구 희망로 51(1층 이천동)
20130168136,"대구광역시 북구 학정로 439(104호 동천동, 메가타운)"
20130168369,대구광역시 북구 매전로4길 6-9(매천동)
20130168403,대구광역시 북구 동암로 100(씨네피아 105호 동천동)
20130168482,대구광역시 북구 복현로 31(복현동)
20130168484,대구광역시 북구 대학로23길 29(1층 산격동)
20130168662,대구광역시 북구 대천로17길 18-1(1층 동천동)
20130174048,"대구광역시 수성구 달구벌대로 2315(1층 108호 수성동4가, 수성 롯데캐슬)"
20130181785,"대구광역시 달서구 두류공원로 200(지하1층 두류동, 씨앤우방랜드TOWER5)"
20130181789,"대구광역시 달서구 두류공원로 200(지상4층 두류동, 씨앤우방랜드TOWER5)"
20130181790,"대구광역시 달서구 두류공원로 200(지상2층 두류동, 씨앤우방랜드TOWER5)"
20130181810,대구광역시 달서구 조암로 57-9(1층 월성동)
20130188114,대구광역시 달성군 다사읍 왕선로 54(1층)
20130188309,대구광역시 달성군 유가읍 테크노대로6길 20
20130190340,"인천광역시 영종구 하늘중앙로195번길 29(109호 중산동, 진로프라자)"
20130193115,인천광역시 미추홀구 석정로 404(주안동)
20130197333,인천광역시 연수구 신송로 157-20(해온프라자 더파크 주건축물제1동 108호 송도동)
20130197622,"인천광역시 연수구 청능대로 210(지상3층 동춘동, 스퀘어원)"
20130199841,"인천광역시 남동구 논고개로123번길 17(아이플렉스 1층 131호, 132호 논현동)"
20130202146,"인천광역시 부평구 충선로 107(부개동, 1층)"
20130202273,"인천광역시 부평구 주부토로 74(부평동, 1층)"
20130202330,"인천광역시 부평구 길주로 633(삼산동, 삼산메디캐슬 204호)"
20130202614,"인천광역시 부평구 부영로189번길 51(산곡동, 오남프라자 108호)"
20130202638,"인천광역시 부평구 동수로 56(부평동, 외 8필지 인천성모병원 3동 지하2층)"
20130205023,인천광역시 계양구 주부토로 541(1층 113호 계산동)
20130205042,인천광역시 계양구 새벌로 130(1층 일부호 효성동)
20130205146,인천광역시 계양구 계양대로194번길 18(계산동)
20130205557,"인천광역시 계양구 동양로 11(상가동 102,103호 박촌동, 풍림아이원)"
20130208109,"인천광역시 서해구 청라라임로 57(영화블렌하임 114호 연희동, 799-21)"
20130208322,인천광역시 서해구 푸른로8번안길 6(1층 일부호 청라동)
20130208694,"인천광역시 서해구 중봉대로 587(2층 경서동, 홈플러스청라점)"
20130208827,인천광역시 검단구 자원순환로260번길 46(드림파크 클럽하우스 2층 백석동)
20130208902,"인천광역시 서해구 청라커낼로 252(D동 103호 경서동, 청라롯데캐슬상가)"
20130216393,전남광주통합특별시 서구 풍금로3번길 8(1층 풍암동)
20130221912,"전남광주통합특별시 북구 첨단연신로 97(신용동, 솔로몬타워2층 202호)"
20130227569,"전남광주통합특별시 광산구 임방울대로825번길 9(104호 쌍암동, 광주첨단 LH 2단지)"
20130227610,전남광주통합특별시 광산구 수완로49번길 26(1-2층 수완동)
20130227640,전남광주통합특별시 광산구 장덕로40번길 42(1층 장덕동)
20130227749,전남광주통합특별시 광산구 용아로 405(1층 하남동)
20130233046,대전광역시 중구 목동로 64(1층 목동)
20130236494,대전광역시 서구 도산로 104(1층 도마동)
20130236946,대전광역시 서구 도안남로 146(107호 관저동)
20130240567,"대전광역시 유성구 노은로 71(지상1층 118,119호 노은동, 노은스타돔아파트)"
20130240597,대전광역시 유성구 지족로 317(지상1층 107호 지족동)
20130245190,울산광역시 중구 북부순환도로 879(1층 서동)
20130245195,울산광역시 중구 성안로 184(1층 성안동)
20130247360,울산광역시 남구 화합로 185(5층 501호 삼산동)
20130252158,울산광역시 동구 꽃바위로 252(방어동)
20130252196,울산광역시 동구 동해안로 50(동부동)
20130252293,울산광역시 동구 옥류로 12(동부동)
20130255255,울산광역시 울주군 삼남읍 울산역로 177(울산역 내)
20130255258,울산광역시 울주군 웅촌면 상대길 52-15
20130255495,울산광역시 울주군 범서읍 점촌3길 8-11(202호)
20130267130,경기도 수원시 팔달구 덕영대로 924(지하1층 매산로1가)
20130269011,경기도 수원시 영통구 월드컵로 185(캠퍼스빌 2층 204호 원천동)
20130269141,"경기도 수원시 영통구 청명남로 21(영통동, 998-6 아셈프라자 106호)"
20130269275,경기도 수원시 영통구 법조로149번길 272(1층 전체호 하동)
20130271041,"경기도 수원시 장안구 금당로 42(103호 조원동, 그린프라자)"
20130271144,"경기도 수원시 장안구 이목로 24(603동 104호 정자동, SK스카이뷰)"
20130273126,경기도 수원시 권선구 칠보로 146(2~3층 호매실동)
20130279122,경기도 성남시 중원구 광명로 363(2층 금광동)
20130281046,"경기도 성남시 분당구 성남대로925번길 16(야탑동, 테마폴리스 지하2층 일부)"
20130281056,"경기도 성남시 분당구 성남대로331번길 9-14(정자동, 1층 일부)"
20130281145,"경기도 성남시 분당구 미금로 39(구미동, 로얄프라자 1층 104호)"
20130281149,"경기도 성남시 분당구 동판교로177번길 25(2층 201,244,245,246,247호 삼평동, 판교 호반 써밋 플레이스)"
20130281357,"경기도 성남시 분당구 대왕판교로 660(삼평동, 유스페이스1.   2층  239호)"
20130281925,"경기도 성남시 분당구 대왕판교로606번길 58(삼평동, 판교푸르지오월드마크  1층  1-76호)"
20130281984,"경기도 성남시 분당구 황새울로258번길 23(수내동, 분당수내동그라테아  1층  101호)"
20130290104,경기도 안양시 만안구 박달로 508(지상1층 박달동)
20130292472,경기도 안양시 동안구 경수대로 557(지상1층 호계동)
20130297100,"경기도 부천시 원미구 길주로 300(중동,롯데백화점 지하1층일부 중동)"
20130297181,"경기도 부천시 원미구 길주로 246(중동, 외1필지 부천중동리슈빌엔클레스 102호)"
20130297206,"경기도 부천시 원미구 조마루로105번길 30(상동, 1층 일부)"
20130297236,"경기도 부천시 원미구 송내대로 239(상동, 소풍 4층 일부)"
20130297338,"경기도 부천시 원미구 부천로39번길 44(심곡동, 2층)"
20130297524,"경기도 부천시 원미구 부일로 702(역곡동, 남영아파트 105호, 106호)"
20130304292,"경기도 광명시 하안로 289(하안동, b동 2층)"
20130308234,경기도 평택시 팽성읍 부용로55번길 22(1층)
20130310089,경기도 동두천시 평화로2313번길 11(1층 1호 지행동)
20130313347,경기도 안산시 상록구 석호로 223(1층 사동)
20130316096,경기도 안산시 단원구 광덕3로 175-11(삼우타워 118~120호 고잔동)
20130316310,경기도 안산시 단원구 신길로1길 32(1층 신길동)
20130316369,"경기도 안산시 단원구 고잔로 102(2층 201호 고잔동, 대지스타타워)"
20130316530,"경기도 안산시 단원구 광덕대로 194(스타맥스타워2 지하1층 13,14호 고잔동)"
20130325269,경기도 고양시 일산동구 위시티2로11번길 22-14(1층 일부호 식사동)
20130325406,"경기도 고양시 일산동구 위시티2로 19(1층 101호,102호 식사동)"
20130327044,"경기도 고양시 일산서구 킨텍스로 217-60(대화동, 킨텍스 2층일부)"
20130327252,"경기도 고양시 일산서구 한류월드로 300(2023~2027호 대화동, 고양원마운트)"
20130332249,경기도 남양주시 오남읍 진건오남로 511
20130332540,"경기도 남양주시 별내3로 66(별내동, 오션타워 104호)"
20130332822,경기도 남양주시 별내5로23번길 4-9(별내동)
20130332915,경기도 남양주시 진접읍 장현로47번길 6-9(1층)
20130336025,경기도 오산시 원동로37번길 37(B동 2층 일부호 원동)
20130336044,"경기도 오산시 수청로 199(금암동, 정원프라자 106호)"
20130336282,"경기도 오산시 운천로 80-5(1층 111,112호 오산동, 거성그린프라자)"
20130344072,"경기도 의왕시 계원대학로 31(301동 102호 내손동, 미원파크빌)"
20130345162,"경기도 하남시 신장로 104(1층 117, 118호 신장동, 성원상떼빌)"
20130348028,"경기도 용인시 처인구 금령로99번길 2(1층 김량장동, 외1필지)"
20130350336,"경기도 용인시 기흥구 서천로 121(서천동, 원희캐슬서천프라자  112호)"
20130350343,"경기도 용인시 기흥구 구갈로 64(구갈동, 소공빌딩 104호)"
20130350399,"경기도 용인시 기흥구 죽전로43번길 11-23(보정동, 1층)"
20130350534,경기도 용인시 기흥구 동백3로11번길 18(로뎀빌딩 106호 중동)
20130353075,"경기도 용인시 수지구 신봉1로48번길 11(뉴골드프라자 107호,108호 신봉동)"
20130355042,"경기도 파주시 하늘채길 35(1층 하지석동, 파주교하장례식장)"
20130355073,"경기도 파주시 와석순환로 135(102,103호 동패동)"
20130355120,경기도 파주시 탄현면 필승로 200(파주프리미엄아울렛 2층 812호)
20130355199,경기도 파주시 탄현면 새오리로 29
20130355823,경기도 파주시 조리읍 문원길 310(1동 1층)
20130356005,경기도 파주시 문산읍 봉미로 3(1층 102호)
20130358076,경기도 이천시 마장면 중부고속도로 82(1층)
20130358077,경기도 이천시 마장면 중부고속도로 82(1층)
20130358078,경기도 이천시 마장면 중부고속도로 82(1층)
20130358079,경기도 이천시 마장면 중부고속도로 82(1층)
20130358109,경기도 이천시 마장면 중부고속도로 82(2층)
20130358110,경기도 이천시 마장면 중부고속도로 82(2층)
20130358111,경기도 이천시 마장면 중부고속도로 82(2층)
20130360337,경기도 안성시 원곡면 경부고속도로 372(1층)
20130362792,"경기도 김포시 양촌읍 양곡1로 62-5(1동 1층 101전체,102일부호 엠지오)"
20130364033,경기도 화성시 동탄구 동탄원천로 163(위너스타 1층 124호 반송동)
20130364085,"경기도 화성시 동탄구 메타폴리스로 47-7(반송동, 서해더블루 110호)"
20130364157,경기도 화성시 효행구 봉담읍 와우안길 22(2동 2층)
20130364339,"경기도 화성시 동탄구 삼성1로 160(석우동, 디지털스테이션 113호 일부)"
20130364488,"경기도 화성시 동탄구 동탄문화센터로 65(반송동, 에이스타운 101호)"
20130364847,경기도 오산시 외삼미로152번길 57-29(다동 1층 외삼미동)
20130364992,"경기도 화성시 효행구 효행로265번길 9(기안동, 1층 일부)"
20130365061,"경기도 화성시 동탄구 노작로 161(반송동, 신라스테이 동탄 7층 일부)"
20130365133,경기도 화성시 만세구 마도면 마도공단로 236(1층)
20130368207,경기도 광주시 양벌로 207(1층)
20130368303,경기도 광주시 도척면 도척윗로 278(1층)
20130368486,경기도 광주시 경안로 6-1(1동 1층 경안동)
20130370143,"경기도 양주시 고읍남로 20-19(1층일부102,103호 광사동)"
20130372217,경기도 포천시 중앙로 24(신읍동)
20130375098,경기도 여주시 세종로79번길 12-15
20130375105,경기도 여주시 가남읍 여주남로 722
20130378169,경기도 양평군 양평읍 양근로 206(1층)
20130383103,강원특별자치도 원주시 흥업면 남원로 85(지상1층)
20130383634,강원특별자치도 원주시 단구로 391(1층 단구동)
20130386423,강원특별자치도 강릉시 강동면 시동서당길 113
20130392252,강원특별자치도 속초시 해오름로 171(B동 111호 조양동)
20130393011,강원특별자치도 삼척시 언장1길 46(교동)
20130393177,강원특별자치도 삼척시 중앙로 181(1층 남양동)
20130396022,강원특별자치도 영월군 영월읍 중앙로 149
20130397080,강원특별자치도 평창군 봉평면 태기로 228-33
20130398053,강원특별자치도 정선군 사북읍 하이원길 265(22층)
20130401065,강원특별자치도 양구군 동면 금강산로 1683-1
