addr,lat,lng
광주광역시 서구 화정로180번길 10 1층,35.144615,126.876782
광주광역시 서구 화정로243번길 4,35.147548,126.883682
광주광역시 서구 화정로309번길 21 1층,35.151703,126.888145
광주광역시 서구 화정로309번길 26-2(농성동),35.152173,126.887928
광주광역시 서구 화정로309번길 6-2(농성동),35.150895,126.889531
광주광역시 서구 화정로310번길 8-1 1층,35.149805,126.890444
광주광역시 서구 화정로78번길 24-1,35.142561,126.865805
광주광역시 서구 회재로 717 1층,35.113272,126.846643
광주광역시 서구 회재로 841,35.119333,126.857824
광주광역시 서구 회재로 841(매월동),35.119333,126.857824
"광주광역시 서구내방로358번길 5-2, 3층 303호(무등파크맨션상가)",35.156849,126.880132
대구광역시 군위군,,
대구광역시 군위군 군위읍 경북대로 3477,36.215151,128.564821
대구광역시 군위군 군위읍 경북대로 4082,36.264415,128.576167
대구광역시 군위군 군위읍 군청로 168-46,36.237945,128.578282
대구광역시 군위군 군위읍 군청로 194,36.240394,128.572988
대구광역시 군위군 군위읍 군청로 194 대발이식당,36.240394,128.572988
대구광역시 군위군 군위읍 군청로 49-30,36.229632,128.567053
대구광역시 군위군 군위읍 군청로 92,36.231865,128.570145
대구광역시 군위군 군위읍 대구광역시대로 3163 1층,,
대구광역시 군위군 군위읍 대구광역시대로 3399,,
대구광역시 군위군 군위읍 대구광역시대로 3986 1층,,
대구광역시 군위군 군위읍 대구광역시대로 3987,,
대구광역시 군위군 군위읍 대구광역시대로 4084,,
대구광역시 군위군 군위읍 대북길 61-25,36.258946,128.555250
대구광역시 군위군 군위읍 대북리 933,36.251690,128.553542
대구광역시 군위군 군위읍 도군로 2506-1,36.253361,128.554096
대구광역시 군위군 군위읍 도군로 2518,36.252809,128.554459
대구광역시 군위군 군위읍 도군로 2575,36.251676,128.560287
대구광역시 군위군 군위읍 도군로 2577-5,36.252163,128.560417
대구광역시 군위군 군위읍 도군로 2645,36.245967,128.563345
대구광역시 군위군 군위읍 도군로 2666 경상북도 군위군 군위읍 정리 1120,36.244125,128.563725
대구광역시 군위군 군위읍 도담마을길 22,36.251716,128.553520
대구광역시 군위군 군위읍 동산새길 19 1층,36.232441,128.565523
대구광역시 군위군 군위읍 동산새길 19-13 1층,36.232808,128.565216
대구광역시 군위군 군위읍 동산새길 48,36.232342,128.568269
대구광역시 군위군 군위읍 동서1길 12,36.236896,128.567927
대구광역시 군위군 군위읍 동서1길 14,36.237143,128.567997
대구광역시 군위군 군위읍 동서5길 13,36.237103,128.568858
대구광역시 군위군 군위읍 동서5길 23,36.237830,128.568254
대구광역시 군위군 군위읍 동서5길 6 1층,36.236649,128.569375
대구광역시 군위군 군위읍 동서길 27,36.236302,128.565070
대구광역시 군위군 군위읍 동서길 28,36.235897,128.564969
대구광역시 군위군 군위읍 동서길 30,36.236054,128.565277
대구광역시 군위군 군위읍 동서길 39,36.236107,128.566410
대구광역시 군위군 군위읍 동서길 41,36.236186,128.566439
대구광역시 군위군 군위읍 동서길 63,36.236286,128.568997
대구광역시 군위군 군위읍 동서길 77,36.236445,128.570496
대구광역시 군위군 군위읍 동서길 78,36.236071,128.570576
대구광역시 군위군 군위읍 동서길 89-25,36.237567,128.571796
대구광역시 군위군 군위읍 동서길 89-25 소문난돼지찌개,36.237567,128.571796
대구광역시 군위군 군위읍 사직2길 20,36.224709,128.553310
대구광역시 군위군 군위읍 중앙4길 16-8,36.238086,128.566068
대구광역시 군위군 군위읍 중앙4길 20,36.238294,128.565539
대구광역시 군위군 군위읍 중앙4길 3 1층,36.237375,128.566745
대구광역시 군위군 군위읍 중앙4길 6,36.237634,128.566617
대구광역시 군위군 군위읍 중앙5길 12-1,36.238902,128.566467
대구광역시 군위군 군위읍 중앙5길 12-14,36.239516,128.566621
대구광역시 군위군 군위읍 중앙5길 12-5,36.238997,128.566545
대구광역시 군위군 군위읍 중앙5길 12-8,36.239296,128.566881
대구광역시 군위군 군위읍 중앙5길 12-8 7호,36.239296,128.566881
대구광역시 군위군 군위읍 중앙5길 3,36.238389,128.567098
대구광역시 군위군 군위읍 중앙5길 4,36.238584,128.567378
대구광역시 군위군 군위읍 중앙5길 4-16,36.239127,128.567570
대구광역시 군위군 군위읍 중앙5길 4-19,36.239339,128.567501
대구광역시 군위군 군위읍 중앙5길 7-11,36.238097,128.566796
대구광역시 군위군 군위읍 중앙5길 8-19,36.239602,128.567072
대구광역시 군위군 군위읍 중앙5길 8-23,36.239657,128.567117
대구광역시 군위군 군위읍 중앙5길 8-6,36.238823,128.567113
대구광역시 군위군 군위읍 중앙5길 8031,,
대구광역시 군위군 군위읍 중앙6길 10,36.240278,128.567459
대구광역시 군위군 군위읍 중앙6길 11-1,36.240206,128.567039
대구광역시 군위군 군위읍 중앙6길 13-10,36.240716,128.566671
대구광역시 군위군 군위읍 중앙6길 13-55 1층,36.240493,128.566381
대구광역시 군위군 군위읍 중앙6길 14,36.240601,128.567392
대구광역시 군위군 군위읍 중앙6길 5,36.239830,128.567602
대구광역시 군위군 군위읍 중앙6길 6-1,36.239983,128.567676
대구광역시 군위군 군위읍 중앙6길 7,36.239903,128.567492
대구광역시 군위군 군위읍 중앙길 103,36.237584,128.566999
대구광역시 군위군 군위읍 중앙길 105,36.237716,128.567156
대구광역시 군위군 군위읍 중앙길 106-1 1층,36.237678,128.567453
대구광역시 군위군 군위읍 중앙길 13 1층,36.229944,128.568162
대구광역시 군위군 군위읍 중앙길 133-1,36.240202,128.567964
대구광역시 군위군 군위읍 중앙길 138-12,36.240190,128.568961
대구광역시 군위군 군위읍 중앙길 29,36.231176,128.567302
대구광역시 군위군 군위읍 중앙길 30,36.231360,128.567737
대구광역시 군위군 군위읍 중앙길 31,36.231307,128.567211
대구광역시 군위군 군위읍 중앙길 38 1층,36.231846,128.567235
대구광역시 군위군 군위읍 중앙길 38-14 1층,36.232202,128.567441
대구광역시 군위군 군위읍 중앙길 46,36.232599,128.566763
대구광역시 군위군 군위읍 중앙길 50 1층,36.232849,128.566533
대구광역시 군위군 군위읍 중앙길 54,36.233227,128.566394
대구광역시 군위군 군위읍 중앙길 56-16,36.233879,128.566563
대구광역시 군위군 군위읍 중앙길 60,36.233610,128.566404
대구광역시 군위군 군위읍 중앙길 61,36.233879,128.566197
대구광역시 군위군 군위읍 중앙길 61-23,36.233785,128.565747
대구광역시 군위군 군위읍 중앙길 61-3,36.233720,128.566105
대구광역시 군위군 군위읍 중앙길 63 1층,36.234159,128.566138
대구광역시 군위군 군위읍 중앙길 67,36.234461,128.566139
대구광역시 군위군 군위읍 중앙길 68,36.234384,128.566571
대구광역시 군위군 군위읍 중앙길 69,36.234681,128.566274
대구광역시 군위군 군위읍 중앙길 84 1층,36.235850,128.566751
대구광역시 군위군 군위읍 중앙길 98,36.236958,128.567219
대구광역시 군위군 도군로 2645,36.245967,128.563345
대구광역시 군위군 부계면 남산4길 10,36.048432,128.641918
대구광역시 군위군 부계면 남산4길 14,36.048218,128.641959
대구광역시 군위군 부계면 남산4길 4,36.048557,128.643150
대구광역시 군위군 부계면 부흥로 9,36.099058,128.665686
대구광역시 군위군 부계면 원효길 200,36.039472,128.669381
대구광역시 군위군 부계면 창평길 17,36.099749,128.664608
대구광역시 군위군 부계면 창평길 19,36.099583,128.664846
대구광역시 군위군 부계면 창평길 20,36.099316,128.664640
대구광역시 군위군 부계면 창평길 22,36.099278,128.664777
대구광역시 군위군 부계면 창평길 7,36.100414,128.663977
대구광역시 군위군 부계면 치산효령로 1332,36.098099,128.666416
대구광역시 군위군 부계면 치산효령로 1383,36.101471,128.662366
대구광역시 군위군 부계면 치산효령로 1414,36.103703,128.660753
대구광역시 군위군 부계면 치산효령로 989-23,36.079951,128.696147
대구광역시 군위군 부계면 한밤8길 11,36.061359,128.654758
대구광역시 군위군 부계면 한밤8길 160,36.052936,128.645250
대구광역시 군위군 부계면 한밤8길 45-8,36.059243,128.651696
대구광역시 군위군 부계면 한밤8길 46-55,36.064688,128.653163
대구광역시 군위군 부계면 한티로 1522,36.029084,128.629228
대구광역시 군위군 부계면 한티로 1525-6,36.029878,128.630759
대구광역시 군위군 부계면 한티로 1545 1층,36.029531,128.632094
대구광역시 군위군 부계면 한티로 1552,36.028480,128.632455
대구광역시 군위군 부계면 한티로 1587,36.029491,128.633198
대구광역시 군위군 부계면 한티로 1667,36.031124,128.636574
대구광역시 군위군 부계면 한티로 1669,36.031744,128.637178
대구광역시 군위군 부계면 한티로 1672,36.030221,128.637186
대구광역시 군위군 부계면 한티로 1772 1층,36.037816,128.641036
대구광역시 군위군 부계면 한티로 1796 1층,36.038775,128.639900
대구광역시 군위군 부계면 한티로 1831-21,36.044078,128.639830
대구광역시 군위군 부계면 한티로 1841,36.043272,128.639926
대구광역시 군위군 부계면 한티로 1903,36.048017,128.641869
대구광역시 군위군 산성면 산성가음로 688,36.124841,128.694990
대구광역시 군위군 산성면 산성가음로 694,36.125307,128.695190
대구광역시 군위군 산성면 산성가음로 711-6,36.126944,128.695427
대구광역시 군위군 산성면 산성가음로 711-9,36.126651,128.694885
대구광역시 군위군 산성면 치산효령로 865-43,36.070819,128.707776
대구광역시 군위군 산성면 치산효령로 942,36.081081,128.702303
대구광역시 군위군 산성면 치산효령로 984,36.083451,128.698705
대구광역시 군위군 삼국유사로 438-16,36.123249,128.795465
대구광역시 군위군 삼국유사면 동부로 135,36.114114,128.753219
대구광역시 군위군 삼국유사면 동부로 270,36.125393,128.755849
대구광역시 군위군 삼국유사면 삼국유사로 1051,36.166691,128.829655
대구광역시 군위군 삼국유사면 삼국유사로 1324,36.174960,128.855984
대구광역시 군위군 삼국유사면 삼국유사로 3,36.126180,128.755149
대구광역시 군위군 삼국유사면 삼국유사로 438-24,36.123941,128.795179
대구광역시 군위군 삼국유사면 삼국유사로 438-32,36.124460,128.794570
대구광역시 군위군 삼국유사면 삼국유사로 5,36.126264,128.755325
대구광역시 군위군 삼국유사면 석산길 1,36.175669,128.854999
대구광역시 군위군 소보면 도군로 816,36.266799,128.423247
대구광역시 군위군 소보면 송원3길 19,36.255901,128.477442
대구광역시 군위군 소보면 송원3길 27,36.256059,128.478371
대구광역시 군위군 소보면 송원3길 35-16 1층,36.256798,128.479164
대구광역시 군위군 우보면 이화3길 6,36.195115,128.664645
대구광역시 군위군 우보면 이화길 116,36.194622,128.663166
대구광역시 군위군 우보면 이화길 119,36.194992,128.663389
대구광역시 군위군 우보면 이화길 120,36.194768,128.663649
대구광역시 군위군 우보면 이화길 134,36.195627,128.664983
대구광역시 군위군 우보면 이화길 147-1 1층,36.196624,128.665880
대구광역시 군위군 의흥면 읍내4길 9-1 2층,36.174357,128.715316
대구광역시 군위군 의흥면 읍내5길 13-1,36.173925,128.716213
대구광역시 군위군 의흥면 읍내길 38,36.175399,128.714537
대구광역시 군위군 의흥면 읍내길 46,36.175036,128.715397
대구광역시 군위군 의흥면 읍내길 53-2 1층,36.174802,128.716419
대구광역시 군위군 의흥면 읍내길 61-2,36.174417,128.717207
대구광역시 군위군 의흥면 읍내길 82-1,36.173281,128.719049
대구광역시 군위군 중앙6길 19-1,36.241047,128.566630
대구광역시 군위군 창평길 25-3,36.099112,128.665381
대구광역시 군위군 한티로 2036,36.049863,128.656528
대구광역시 군위군 효령면 간동유원지길 14,36.178664,128.584747
대구광역시 군위군 효령면 간동유원지길 14 군위이로운한우직판장,36.178664,128.584747
"대구광역시 군위군 효령면 간동유원지길 14, 군위이로운한우직판장",36.178664,128.584747
대구광역시 군위군 효령면 간동유원지길 27,36.178511,128.585460
대구광역시 군위군 효령면 간동유원지길 5,36.178719,128.583600
대구광역시 군위군 효령면 거매2길 41-1,36.150666,128.596874
대구광역시 군위군 효령면 거매2길 41-6,36.150248,128.597116
대구광역시 군위군 효령면 경북대로 2166,36.115734,128.575388
대구광역시 군위군 효령면 경북대로 2219,36.120517,128.575708
대구광역시 군위군 효령면 대구광역시대로 2166,,
대구광역시 군위군 효령면 대구광역시대로 2202-1,,
대구광역시 군위군 효령면 대구광역시대로 2212,,
대구광역시 군위군 효령면 대구광역시대로 2219,,
대구광역시 군위군 효령면 대구광역시대로 2219 1층,,
대구광역시 군위군 효령면 대구광역시대로 2369,,
대구광역시 군위군 효령면 대구광역시대로 2680,,
대구광역시 군위군 효령면 대구광역시대로 2768-17,,
대구광역시 군위군 효령면 용매로 788,36.084715,128.595735
대구광역시 군위군 효령면 장군당1길 24-6,36.123616,128.574721
대구광역시 군위군 효령면 점말길 20,36.095834,128.581071
대구광역시 군위군 효령면 중구2길 12-1,36.155605,128.586478
대구광역시 군위군 효령면 중구2길 17,36.155533,128.587014
대구광역시 군위군 효령면 중리길 7-1,36.154311,128.581585
대구광역시 군위군 효령면 중리길 7-17,36.154316,128.583320
대구광역시 군위군 효령면 치산효령로 2242,36.148716,128.597787
대구광역시 군위군 효령면 치산효령로 2267-8,36.150528,128.594770
대구광역시 군위군 효령면 치산효령로 2376,36.156584,128.587640
대구광역시 군위군 효령면 치산효령로 2404,36.156825,128.584761
대구광역시 군위군 효령면 하평길 41-29,36.110538,128.583066
대구광역시 군위군 효령면 한실길 4,36.104644,128.578946
대구광역시 군위군 효령면 효우로 83,36.181052,128.591030
대구광역시 남구,,
대구광역시 남구 계명중앙1길 17 1층,35.856561,128.580875
대구광역시 남구 골안길 105 1층,35.833843,128.563134
대구광역시 남구 관문시장2길 29 1층,35.835837,128.558263
대구광역시 남구 대덕로 201 1층,35.841517,128.604942
대구광역시 남구 대덕로33길 7 1층,35.841283,128.600304
대구광역시 남구 대덕로40길 2 1층,35.840699,128.603647
대구광역시 남구 대덕로40길 80-10 1층,35.837582,128.603640
대구광역시 남구 대명남로 120 1층,35.834734,128.571225
대구광역시 남구 대명남로 141,35.835357,128.573759
"대구광역시 남구 대명남로 157 1,2,3층",35.835799,128.575404
대구광역시 남구 대명남로 167,35.835950,128.576291
대구광역시 남구 대명남로 188 (대명동),35.835348,128.578538
대구광역시 남구 대명남로 96 1층,35.834729,128.568575
대구광역시 남구 대명로 125(대명동),35.839592,128.571525
대구광역시 남구 대명로 161 1층,35.839338,128.575429
대구광역시 남구 대명로 177 1층 13호,35.839376,128.577147
대구광역시 남구 대명로 212 1층,35.840259,128.580665
대구광역시 남구 대명로 22 1층,35.837734,128.560050
대구광역시 남구 대명로 271 1층,35.843376,128.585951
대구광역시 남구 대명로 307-1 1층,35.845142,128.589415
대구광역시 남구 대명로 310 1층,35.844765,128.589785
대구광역시 남구 대명로 76 1층,35.838893,128.565964
대구광역시 남구 대명로 80 1층,35.839013,128.566460
대구광역시 남구 대명로14길 122-1 1층,35.833565,128.564750
대구광역시 남구 대명로14길 130-2 1층,35.833322,128.564728
대구광역시 남구 대명로14길 60,35.835274,128.563112
대구광역시 남구 대명로36길 13 1층,35.838247,128.576209
대구광역시 남구 대명로36길 19 1층,35.838089,128.576051
대구광역시 남구 대명로36길 20-2 1층,35.838431,128.575989
대구광역시 남구 대명로36길 23-1 1층,35.838048,128.575901
대구광역시 남구 대명로36길 23-2 1층,35.837964,128.575760
대구광역시 남구 대명로36길 31 1층,35.837761,128.575494
대구광역시 남구 대명로36길 51 1층,35.837106,128.574838
대구광역시 남구 대명로36길 58,35.837008,128.574504
대구광역시 남구 대명로36길 60 1층,35.836886,128.574396
대구광역시 남구 대명로36길 63,35.836408,128.574575
대구광역시 남구 대명로36길 63 (대명동),35.836408,128.574575
대구광역시 남구 대명로36길 63 1층,35.836408,128.574575
대구광역시 남구 대명로36길 64,35.836777,128.574338
대구광역시 남구 대명로36길 64 1층,35.836777,128.574338
대구광역시 남구 대명로36길 66-1 1층,35.836415,128.574129
대구광역시 남구 대명로36길 66-2 1층,35.836636,128.574267
대구광역시 남구 대명로36길 7 1층,35.838484,128.576579
대구광역시 남구 대명로36길 71-2 1층,35.836275,128.574362
대구광역시 남구 대명로36길 78 1층,35.836211,128.574007
대구광역시 남구 대명로36길 79-1 (대명동),35.836129,128.574276
대구광역시 남구 대명로36길 79-1 1층,35.836129,128.574276
대구광역시 남구 대명로36길 82 1층,35.836048,128.573877
대구광역시 남구 대명로36길 94 1층,35.835517,128.573548
대구광역시 남구 대명로5,35.838097,128.558597
대구광역시 남구 대명로57길 7,35.844109,128.586765
대구광역시 남구 대명복개로 30 1층,35.839489,128.561250
대구광역시 남구 대명복개로 86 1층,35.840517,128.563685
대구광역시 남구 대명복개로 96 1층,35.840725,128.564157
대구광역시 남구 대명복개로1길 39 1층,35.841337,128.560875
대구광역시 남구 대명복개로4길 165-1 1층,35.840263,128.568869
대구광역시 남구 대명복개로4길 75-2 (대명동) 1층,35.839970,128.564051
대구광역시 남구 대명복개로4길 75-2 1층,35.839970,128.564051
대구광역시 남구 대명서로 101 1층,35.832675,128.558702
대구광역시 남구 대명서로 15-4 1층,35.829524,128.561317
대구광역시 남구 대명서로 152 1층,35.834727,128.557446
대구광역시 남구 대봉로 170,35.853831,128.602882
대구광역시 남구 대봉로 170 (이천동),35.853831,128.602882
대구광역시 남구 대봉로 183 1층,35.854982,128.602338
대구광역시 남구 대봉로 184 1층,35.854960,128.602644
대구광역시 남구 대봉로 57-1,35.843874,128.603914
대구광역시 남구 대봉로 65 (봉덕동),35.844704,128.603816
대구광역시 남구 대봉로 89 1층,35.846983,128.604076
대구광역시 남구 대봉로19길 16-2 1층,35.847040,128.603424
대구광역시 남구 대봉로3길 2 1층,35.839781,128.604311
대구광역시 남구 대봉로57-1 (봉덕동),35.843874,128.603914
대구광역시 남구 두류공원로 101 1층,35.845375,128.568090
대구광역시 남구 두류공원로 118,35.846638,128.567670
대구광역시 남구 두류공원로 23 1층,35.840331,128.574365
대구광역시 남구 두류공원로 48 1층,35.842217,128.572618
대구광역시 남구 두류공원로 62 1층,35.843012,128.571638
대구광역시 남구 두류공원로5길 8 1층,35.840044,128.574171
대구광역시 남구 명덕로 104 지하1층,35.855523,128.579316
"대구광역시 남구 명덕로 172, 1층(대명동)",35.856671,128.589020
대구광역시 남구 명덕로 322 1층,35.854839,128.605138
대구광역시 남구 명덕로 36 1층,35.859502,128.574698
대구광역시 남구 명덕로12길 41,35.856004,128.576451
대구광역시 남구 명덕로20길 109 1층,35.852601,128.579011
대구광역시 남구 명덕로22길 31-1 2층,35.855821,128.581421
대구광역시 남구 명덕로24길 11 1층,35.855238,128.583884
대구광역시 남구 명덕로30길 18 1층,35.855858,128.585977
대구광역시 남구 명덕로30길 19 1층,35.855629,128.586177
대구광역시 남구 명덕로34길 21 1층,35.855654,128.587558
"대구광역시 남구 명덕로36길 6 1층, 2층",35.856405,128.587744
대구광역시 남구 명덕로40길 115-1,35.851692,128.589996
대구광역시 남구 명덕로40길 116,35.851619,128.589766
대구광역시 남구 명덕로40길 81 1층,35.853088,128.590048
대구광역시 남구 명덕로40길115-3,35.851707,128.590171
대구광역시 남구 명덕로40길97-1,35.852529,128.589989
대구광역시 남구 명덕시장길 79,35.845353,128.587442
대구광역시 남구 백의1길 51 1층,35.845410,128.586085
대구광역시 남구 봉덕남로 143 1층,35.841584,128.596865
대구광역시 남구 봉덕남로 40-1 1층,35.843411,128.593551
대구광역시 남구 봉덕남로 45 1층,35.843055,128.593589
대구광역시 남구 봉덕남로 63 1층,35.842451,128.593283
"대구광역시 남구 봉덕로 11 지하1층, 1층",35.845563,128.591998
대구광역시 남구 봉덕로 115,35.845104,128.603414
대구광역시 남구 봉덕로 13 1층,35.845562,128.592196
대구광역시 남구 봉덕로 21 1층,35.845385,128.592894
대구광역시 남구 봉덕로 42-2 1층,35.844787,128.595055
대구광역시 남구 봉덕로 62,35.844676,128.597469
대구광역시 남구 봉덕로11길 24-20 1층,35.846191,128.597081
대구광역시 남구 봉덕로13길 17-1,35.845692,128.597052
대구광역시 남구 봉덕로17길 6 1층,35.845110,128.599773
대구광역시 남구 봉덕로1길 8 1층,35.845711,128.591419
대구광역시 남구 봉덕로20길 10 1층,35.844207,128.600729
대구광역시 남구 봉덕로20길 18,35.843800,128.600691
대구광역시 남구 봉덕로20길 32 1층,35.843138,128.600618
대구광역시 남구 봉덕로21길 12 1층,35.845443,128.601170
대구광역시 남구 봉덕로21길 48 1층,35.846875,128.600874
대구광역시 남구 봉덕로21길 54,35.847075,128.600789
대구광역시 남구 봉덕로21길 7 1층,35.845178,128.600845
대구광역시 남구 봉덕로9길 60 1층,35.847440,128.596534
대구광역시 남구 봉덕로9길 71,,
대구광역시 남구 봉덕로9길 74 1층,35.848043,128.596894
대구광역시 남구 삼정2길 62 1층,35.837336,128.595171
대구광역시 남구 성당로 272 (대명동),35.857029,128.574459
대구광역시 남구 성당로 54-5,35.842035,128.561495
대구광역시 남구 성당로34길 42,35.847064,128.570932
대구광역시 남구 안골길 8 1층,35.838390,128.576770
대구광역시 남구 안지랑로 21 1층,35.833385,128.571171
"대구광역시 남구 안지랑로 5-1 1,2층",35.831772,128.571163
대구광역시 남구 안지랑로 5-4,35.831971,128.571084
대구광역시 남구 안지랑로10길 27 1층,35.834359,128.572913
대구광역시 남구 안지랑로16길 61 1층,35.837013,128.574900
대구광역시 남구 안지랑로17길 17 1층,35.837012,128.570389
대구광역시 남구 안지랑로17길 75-1 1층,35.836987,128.567183
대구광역시 남구 안지랑로5길 88 (대명동),35.833062,128.565462
대구광역시 남구 안지랑로5길 88 1층,35.833062,128.565462
대구광역시 남구 앞산순환로 351-27 1층,35.832279,128.564672
대구광역시 남구 앞산순환로 379 1층,35.832262,128.567376
대구광역시 남구 앞산순환로 383-6,35.832432,128.567878
대구광역시 남구 앞산순환로 391,35.832311,128.568497
대구광역시 남구 앞산순환로 391 1층,35.832311,128.568497
대구광역시 남구 앞산순환로 409 (대명동),35.831897,128.570683
"대구광역시 남구 앞산순환로 423-4 1층, 2층",35.831420,128.572243
대구광역시 남구 앞산순환로 435 1층,35.830911,128.573129
대구광역시 남구 앞산순환로 443,35.831016,128.573542
대구광역시 남구 앞산순환로 443(대명동),35.831016,128.573542
대구광역시 남구 앞산순환로 449 (대명동),35.831570,128.574019
대구광역시 남구 앞산순환로 459 (대명동),35.832245,128.575175
대구광역시 남구 앞산순환로 559-1 (대명동),35.833345,128.585711
대구광역시 남구 앞산순환로 559-1 2층,35.833345,128.585711
대구광역시 남구 앞산순환로87길 49,35.832755,128.572853
대구광역시 남구 양지로 72 1층,35.850956,128.577838
대구광역시 남구 영선시장1길 16-17 1층,35.851506,128.591745
대구광역시 남구 영선시장1길 22-2,35.851189,128.591351
대구광역시 남구 영선시장1길 22-5 1층,35.851345,128.591453
대구광역시 남구 영선시장1길 55 1층,35.852811,128.591118
대구광역시 남구 영선시장1길 68-2,35.853167,128.591418
대구광역시 남구 이천로 137 1층,35.853458,128.598232
대구광역시 남구 이천로 158 1층,35.855189,128.598586
대구광역시 남구 이천로 29 1층,35.843767,128.597967
대구광역시 남구 이천로 30 1층,35.843459,128.598363
대구광역시 남구 이천로 46,35.845106,128.598489
대구광역시 남구 이천로 48,35.845359,128.598546
대구광역시 남구 이천로 48 1층,35.845359,128.598546
대구광역시 남구 이천로 5 1층,35.841511,128.597692
대구광역시 남구 이천로 52,35.845638,128.598548
대구광역시 남구 이천로 52 1층,35.845638,128.598548
대구광역시 남구 이천로28길 21-2 1층,35.854098,128.599261
대구광역시 남구 이천로28길 43-2 (이천동),35.854796,128.600500
대구광역시 남구 이천로32길 7-9 1층,35.854930,128.598719
대구광역시 남구 장전1길 30-11 1층,35.841841,128.573185
대구광역시 남구 장전1길 36,35.841893,128.573835
대구광역시 남구 장전1길 70-11 1층,35.840522,128.575003
대구광역시 남구 장전2길 68-3,35.842411,128.578841
대구광역시 남구 장전2길 68-3(대명동),35.842411,128.578841
대구광역시 남구 장전3길 148,35.842985,128.578098
대구광역시 남구 중앙대로 141 1층,35.845897,128.590158
대구광역시 남구 중앙대로 187 1층,35.849986,128.587469
대구광역시 남구 중앙대로 203 1층,35.851510,128.590340
대구광역시 남구 중앙대로 221-1 1층,35.853131,128.590338
대구광역시 남구 중앙대로 239 1층,35.854803,128.590169
대구광역시 남구 중앙대로 247-1 1층,35.855593,128.590256
대구광역시 남구 중앙대로22길 146 1층,35.842298,128.598531
대구광역시 남구 중앙대로22길 237,35.842007,128.603507
대구광역시 남구 중앙대로22길 241 1층,35.841933,128.603903
"대구광역시 남구 중앙대로22길 26, 1층",35.842450,128.591870
대구광역시 남구 중앙대로22길 71-2 1층,35.842979,128.594638
대구광역시 남구 중앙대로22길 78-1 1층,35.842582,128.594870
대구광역시 남구 중앙대로22길 95 2층,35.842803,128.595791
대구광역시 남구 중앙대로22길173-2,35.842410,128.600165
대구광역시 남구 중앙대로29길 18 1층,35.846257,128.589402
대구광역시 남구 중앙대로31길 153 1층,35.851451,128.585377
대구광역시 남구 중앙대로31길 178 1층,35.852218,128.584288
대구광역시 남구 중앙대로31길 192,35.852608,128.583754
대구광역시 남구 중앙대로31길 195 1층,35.852344,128.583369
대구광역시 남구 중앙대로32길 12 1층,35.847021,128.591453
대구광역시 남구 중앙대로32길 122-1 1층,35.847722,128.597458
대구광역시 남구 중앙대로47길 5,35.854042,128.590116
대구광역시 남구 중앙대로48길 16-4,35.852233,128.591572
대구광역시 남구 중앙대로49길 23 1층,35.855280,128.589271
대구광역시 남구 중앙대로49길 32 1층,35.855505,128.588763
대구광역시 남구 중앙대로49길 38 1층,35.855512,128.588531
대구광역시 남구 중앙대로51길 21 1층,35.856195,128.589290
대구광역시 남구 중앙대로51길 23,35.856183,128.589082
"대구광역시 남구 중앙대로51길 23 1층, 2층",35.856183,128.589082
대구광역시 남구 중앙대로51길 26 1층,35.856424,128.589085
대구광역시 남구 중앙대로51길 38-1 (대명동)대명동,35.856343,128.588311
대구광역시 남구 중앙대로51길 38-1 1층,35.856343,128.588311
대구광역시 남구 중앙대로51길 38-2 (대명동),35.856347,128.588492
대구광역시 남구 중앙대로51길 38-2 1층,35.856347,128.588492
대구광역시 남구 큰골5길 11-1 1층,35.836943,128.581869
대구광역시 남구 큰골길 17 1층,35.837974,128.577658
대구광역시 남구 큰골길 18 1층,35.837913,128.577342
대구광역시 남구 큰골길 3,35.838482,128.577300
대구광역시 남구 큰골길 35 (대명동),35.837559,128.578157
대구광역시 남구 큰골길 60 1층,35.836964,128.579312
대구광역시 남구 현충로 132 1층,35.844552,128.580376
대구광역시 남구 현충로 145 1층,35.846075,128.579805
대구광역시 남구 현충로 157 1층,35.846837,128.579842
대구광역시 남구 현충로 21,35.834688,128.579398
대구광역시 남구 현충로 21 (대명동),35.834688,128.579398
대구광역시 남구 현충로 214,35.851511,128.582315
대구광역시 남구 현충로 246 1층,35.854312,128.583338
대구광역시 남구 현충로 248 1층,35.854496,128.583310
대구광역시 남구 현충로 256 1층,35.855172,128.583253
대구광역시 남구 현충로 258 1층,35.855391,128.583220
대구광역시 남구 현충로 268 1층,35.856088,128.583097
대구광역시 남구 현충로 46 1층,35.836698,128.580049
"대구광역시 남구 현충로 61 1,2층",35.838353,128.579590
대구광역시 남구 현충로 72-3 1층,35.839226,128.580283
"대구광역시 남구 현충로 73 2층, 3층",35.839441,128.579637
대구광역시 남구 현충로15길 21-32 1층,35.837334,128.578846
대구광역시 남구 현충로19길 43 1층,35.841403,128.576929
대구광역시 남구 현충로1길 16 (대명동),35.833623,128.577654
대구광역시 남구 현충로5길 7-1 1층,35.833929,128.579150
대구광역시 남구 현충로7길 2,35.834944,128.579403
대구광역시 남구 효성로 58 1층,35.838380,128.598969
대구광역시 달서구,,
대구광역시 달서구 감삼길 30 감삼동,35.849858,128.539513
대구광역시 달서구 감삼남길 88,35.848524,128.541879
대구광역시 달서구 감삼북길 161 감삼동,35.850262,128.540375
대구광역시 달서구 계대동문로3안길 26(신당동 1697-22),35.858933,128.492529
대구광역시 달서구 계대동문로3안길 52 1층,35.857619,128.492534
