addr,lat,lng
강원특별자치도 강릉시 주문진읍 연주로 587,37.904137,128.822117
강원특별자치도 강릉시 주문진읍 주문로 102,37.892820,128.827088
강원특별자치도 강릉시 주문진읍 주문로 112,37.893477,128.827587
강원특별자치도 강릉시 주문진읍 주문로 112 1층,37.893477,128.827587
강원특별자치도 강릉시 주문진읍 주문로 53,37.888721,128.825487
강원특별자치도 강릉시 주문진읍 주문진서당길 27,37.882185,128.818787
강원특별자치도 강릉시 주문진읍 철둑길 42,37.892054,128.824369
강원특별자치도 강릉시 주문진읍 항구2길 5,37.893485,128.828759
강원특별자치도 강릉시 주문진읍 항구3길 3,37.894180,128.829794
강원특별자치도 강릉시 주문진읍 항구로 63,37.892974,128.828274
강원특별자치도 강릉시 주문진읍 항구로 64,37.892602,128.828433
강원특별자치도 강릉시 주문진읍 항구로 66,37.892579,128.828592
강원특별자치도 강릉시 주문진읍 항구윗길 7,37.893612,128.828062
강원특별자치도 강릉시 주문진읍 해안3길 24,37.885451,128.827978
강원특별자치도 강릉시 주문진읍 해안3길 5,37.885582,128.825819
강원특별자치도 강릉시 주문진읍 해안로 1605,37.879473,128.833728
강원특별자치도 강릉시 주문진읍 해안로 1619,37.880473,128.832654
강원특별자치도 강릉시 주문진읍 해안로 1629,37.881100,128.832241
강원특별자치도 강릉시 주문진읍 해안로 1647,37.882605,128.831150
강원특별자치도 강릉시 주문진읍 해안로 1667,37.883845,128.830005
강원특별자치도 강릉시 주문진읍 해안로 1723,37.888840,128.828209
강원특별자치도 강릉시 주문진읍 해안로 1727-2,37.889316,128.828160
강원특별자치도 강릉시 주문진읍 해안로 1729,37.889468,128.828091
"강원특별자치도 강릉시 주문진읍 해안로 1730 강릉시수협 1층, 1-4호",37.889523,128.828691
강원특별자치도 강릉시 주문진읍 해안로 1739,37.890286,128.828139
강원특별자치도 강릉시 주문진읍 해안로 1754,37.891720,128.828854
강원특별자치도 강릉시 주문진읍 해안로 1760,37.892272,128.829190
강원특별자치도 강릉시 주문진읍 해안로 1767,37.892835,128.828791
강원특별자치도 강릉시 주문진읍 해안로 1789-1,37.894468,128.830301
강원특별자치도 강릉시 주문진읍 해안로 1827,37.895225,128.834114
강원특별자치도 강릉시 주문진읍 해안로 1853,37.897167,128.834191
강원특별자치도 강릉시 주문진읍 해안로 1917,37.901430,128.831023
강원특별자치도 강릉시 주문진읍 해안로 1987,37.906270,128.827892
강원특별자치도 강릉시 주문진읍 해안로 2013-1,37.906706,128.824974
강원특별자치도 강릉시 죽헌길 167 (죽헌동),37.779690,128.882630
강원특별자치도 강릉시 죽헌길85번길 6,37.777364,128.874707
강원특별자치도 강릉시 중기안길 21,37.762086,128.902348
강원특별자치도 강릉시 중앙시장1길 10(성남동),37.753286,128.898793
강원특별자치도 강릉시 중앙시장1길 6(성남동),37.753080,128.898302
강원특별자치도 강릉시 중앙시장2길 10-3,37.751841,128.896222
강원특별자치도 강릉시 중앙시장2길 19 (성남동),37.752581,128.897124
강원특별자치도 강릉시 중앙시장2길 23(성남동),37.752635,128.897351
"강원특별자치도 강릉시 중앙시장2길 34, 2층(성남동)",37.752886,128.898576
강원특별자치도 강릉시 중앙시장2길 43-1(성남동),37.753401,128.899521
강원특별자치도 강릉시 중앙시장2길 53-1(성남동),37.753781,128.900673
강원특별자치도 강릉시 중앙시장2길 56(성남동),37.753631,128.900755
강원특별자치도 강릉시 중앙시장2길 6-3,37.751740,128.895950
강원특별자치도 강릉시 중앙시장3길 15-3,37.751364,128.896318
강원특별자치도 강릉시 중앙시장3길 15-3 (성남동),37.751364,128.896318
강원특별자치도 강릉시 중앙시장3길 32(성남동),37.752133,128.898216
강원특별자치도 강릉시 중앙시장3길 36,37.752434,128.898643
강원특별자치도 강릉시 중앙시장3길 41-1,37.752821,128.898953
강원특별자치도 강릉시 중앙시장길 13(성남동),37.753407,128.897868
강원특별자치도 강릉시 중앙시장길 22-1(성남동),37.753766,128.898853
강원특별자치도 강릉시 중앙시장길 22-2 (성남동),37.753552,128.898846
강원특별자치도 강릉시 지변길 16 (지변동),37.773316,128.873235
강원특별자치도 강릉시 지변길 16(지변동),37.773316,128.873235
강원특별자치도 강릉시 지변길 22,37.772940,128.872587
강원특별자치도 강릉시 지변길 28(지변동),37.772356,128.872435
강원특별자치도 강릉시 지변길 49,37.771989,128.870210
강원특별자치도 강릉시 진리해변길 143,37.843393,128.872576
강원특별자치도 강릉시 진재골길 132-3 (장현동),37.728017,128.886351
강원특별자치도 강릉시 참샘길 12,37.914969,128.808627
강원특별자치도 강릉시 창해로 19,37.773896,128.944810
강원특별자치도 강릉시 창해로 19 (견소동),37.773896,128.944810
강원특별자치도 강릉시 창해로 245 (강문동),37.787417,128.926016
강원특별자치도 강릉시 창해로 263 (강문동),37.788441,128.924484
강원특별자치도 강릉시 창해로 267 (강문동),37.788602,128.924167
강원특별자치도 강릉시 창해로 27 (견소동),37.774297,128.944387
강원특별자치도 강릉시 창해로 271,37.788960,128.923920
강원특별자치도 강릉시 창해로 283,37.789374,128.922785
강원특별자치도 강릉시 창해로 283 (강문동),37.789374,128.922785
강원특별자치도 강릉시 창해로 285 (강문동),37.789651,128.922560
강원특별자치도 강릉시 창해로 307 세인트존스 호텔,37.791280,128.920932
강원특별자치도 강릉시 창해로 348,37.794488,128.918762
강원특별자치도 강릉시 창해로 348 (강문동),37.794488,128.918762
강원특별자치도 강릉시 창해로 349-2 (강문동),37.794436,128.918465
강원특별자치도 강릉시 창해로 350번길 37(강문동),37.796560,128.916604
강원특별자치도 강릉시 창해로 351-1 (강문동),37.794464,128.918379
강원특별자치도 강릉시 창해로 355 (강문동),37.794481,128.918065
강원특별자치도 강릉시 창해로 360-1 (강문동),37.795071,128.917604
강원특별자치도 강릉시 창해로 361-2 (강문동),37.794824,128.917152
강원특별자치도 강릉시 창해로 361-77 (강문동),37.793951,128.917618
강원특별자치도 강릉시 창해로 361-9,37.794379,128.917720
강원특별자치도 강릉시 창해로 376,37.796090,128.916476
강원특별자치도 강릉시 창해로 419 (강문동),37.799051,128.914173
"강원특별자치도 강릉시 창해로 419 (강문동,외1필지)",37.799051,128.914173
강원특별자치도 강릉시 창해로 423,37.799280,128.913872
강원특별자치도 강릉시 창해로 427 (강문동),37.799438,128.913661
강원특별자치도 강릉시 창해로 427 1층,37.799438,128.913661
강원특별자치도 강릉시 창해로 427 2층 1호,37.799438,128.913661
강원특별자치도 강릉시 창해로 427 지하층,37.799438,128.913661
강원특별자치도 강릉시 창해로 451(강문동),37.801374,128.911345
강원특별자치도 강릉시 창해로 473 (강문동),37.802625,128.910184
강원특별자치도 강릉시 창해로 491,37.803771,128.908777
강원특별자치도 강릉시 창해로 491 (강문동),37.803771,128.908777
"강원특별자치도 강릉시 창해로 491, 1층 3호 (강문동)",37.803771,128.908777
강원특별자치도 강릉시 창해로14번길 12,37.773083,128.946516
"강원특별자치도 강릉시 창해로14번길 16, 2층 (견소동)",37.772886,128.946880
강원특별자치도 강릉시 창해로14번길 18,37.772733,128.947152
강원특별자치도 강릉시 창해로14번길 22,37.772494,128.947258
강원특별자치도 강릉시 창해로14번길 22-1 (견소동),37.772450,128.947399
강원특별자치도 강릉시 창해로14번길 24 (견소동),37.772326,128.947534
강원특별자치도 강릉시 창해로14번길 28,37.772033,128.947835
강원특별자치도 강릉시 창해로14번길 52,37.770749,128.949918
강원특별자치도 강릉시 창해로14번길 8,37.773293,128.946181
강원특별자치도 강릉시 창해로2번길 32 2층,37.771324,128.948570
강원특별자치도 강릉시 창해로350번길 11,37.795276,128.918159
강원특별자치도 강릉시 창해로350번길 13,37.795412,128.918044
강원특별자치도 강릉시 창해로350번길 13 (강문동),37.795412,128.918044
강원특별자치도 강릉시 창해로350번길 21 (강문동),37.795880,128.917604
강원특별자치도 강릉시 창해로350번길 25 (강문동),37.796316,128.917160
강원특별자치도 강릉시 창해로350번길 29 (강문동),37.796409,128.916814
강원특별자치도 강릉시 창해로350번길 3 (강문동),37.794758,128.918538
강원특별자치도 강릉시 창해로350번길 31,37.796576,128.916866
강원특별자치도 강릉시 창해로350번길 31 (강문동),37.796576,128.916866
강원특별자치도 강릉시 창해로350번길 33 (강문동),37.796709,128.916840
강원특별자치도 강릉시 창해로350번길 35,37.796589,128.916704
강원특별자치도 강릉시 창해로362번길 12 (강문동),37.795586,128.917763
강원특별자치도 강릉시 초당순두부길 102 (초당동),37.791589,128.916518
강원특별자치도 강릉시 초당순두부길 108 (강문동),37.792003,128.916978
강원특별자치도 강릉시 초당순두부길 116,37.792620,128.917442
강원특별자치도 강릉시 초당순두부길 16 (초당동),37.787558,128.909663
강원특별자치도 강릉시 초당순두부길 19,37.787903,128.910472
강원특별자치도 강릉시 초당순두부길 2,37.788207,128.908796
강원특별자치도 강릉시 초당순두부길 40 (초당동),37.787744,128.912895
강원특별자치도 강릉시 초당순두부길 56 (초당동),37.788259,128.914598
강원특별자치도 강릉시 초당순두부길 71 (초당동),37.789702,128.915320
강원특별자치도 강릉시 초당순두부길 75 (초당동),37.790020,128.915380
강원특별자치도 강릉시 초당순두부길 77,37.790525,128.915325
강원특별자치도 강릉시 초당순두부길 77 (초당동),37.790525,128.915325
강원특별자치도 강릉시 초당순두부길 77(초당동),37.790525,128.915325
강원특별자치도 강릉시 초당순두부길 89-12 (초당동),37.791923,128.914890
강원특별자치도 강릉시 초당순두부길 89-8 (초당동),37.791872,128.915186
강원특별자치도 강릉시 초당순두부길 95-5,37.791697,128.915484
강원특별자치도 강릉시 초당순두부길 97 (초당동),37.791850,128.915741
강원특별자치도 강릉시 초당순두부길 98 (초당동),37.791117,128.916441
강원특별자치도 강릉시 초당순두부길55번길 38 (초당동),37.791985,128.913553
강원특별자치도 강릉시 초당순두부길77번길 15,37.791152,128.914664
강원특별자치도 강릉시 초당순두부길77번길 15 (초당동),37.791152,128.914664
강원특별자치도 강릉시 초당순두부길77번길 15(초당동),37.791152,128.914664
강원특별자치도 강릉시 초당순두부길77번길 20,37.791413,128.914894
강원특별자치도 강릉시 초당순두부길77번길 20 (초당동),37.791413,128.914894
강원특별자치도 강릉시 초당순두부길77번길 9,37.790612,128.915008
강원특별자치도 강릉시 초당원길 34 (초당동),37.784818,128.916060
강원특별자치도 강릉시 초당원길 63,37.786753,128.913960
강원특별자치도 강릉시 초당원길 67,37.787236,128.913733
강원특별자치도 강릉시 초당원길54번길 15,37.785989,128.916333
강원특별자치도 강릉시 토성로 102,37.752789,128.888379
강원특별자치도 강릉시 토성로 123번길 6(용강동),37.754520,128.890416
강원특별자치도 강릉시 토성로 156-2 (임당동),37.755279,128.893658
강원특별자치도 강릉시 토성로 156-2(임당동),37.755279,128.893658
강원특별자치도 강릉시 토성로 169 (임당동),37.756383,128.894745
강원특별자치도 강릉시 토성로 171 (임당동),37.756478,128.894879
강원특별자치도 강릉시 토성로 193 (옥천동),37.757672,128.896746
강원특별자치도 강릉시 토성로 22 (홍제동),37.749429,128.881906
강원특별자치도 강릉시 토성로 65 (홍제동),37.751184,128.884987
강원특별자치도 강릉시 토성로 69-2 (홍제동),37.751407,128.885408
강원특별자치도 강릉시 토성로 84-3,37.751737,128.887113
강원특별자치도 강릉시 토성로 88-1,37.752050,128.887238
강원특별자치도 강릉시 토성로 92,37.752282,128.887555
강원특별자치도 강릉시 토성로164번길 11,37.755338,128.894997
강원특별자치도 강릉시 토성로184번길 6,37.756597,128.896179
강원특별자치도 강릉시 팔송길 6,37.774947,128.932930
강원특별자치도 강릉시 팔송길 6 (송정동),37.774947,128.932930
강원특별자치도 강릉시 풍호길 270,37.749007,128.960006
강원특별자치도 강릉시 하슬라로 123-11,37.760585,128.872854
강원특별자치도 강릉시 하슬라로 127,37.761577,128.873237
강원특별자치도 강릉시 하슬라로 137,37.762190,128.873480
강원특별자치도 강릉시 하슬라로 137 (교동),37.762190,128.873480
강원특별자치도 강릉시 하슬라로 179 (교동),37.765950,128.874808
강원특별자치도 강릉시 하슬라로 181 (교동),37.766068,128.874825
강원특별자치도 강릉시 하슬라로 184,37.766185,128.875595
강원특별자치도 강릉시 하슬라로 195 (교동),37.767363,128.875148
강원특별자치도 강릉시 하슬라로 199 (교동),37.767679,128.875228
강원특별자치도 강릉시 하슬라로177번길 14 (교동),37.766796,128.875023
강원특별자치도 강릉시 하슬라로177번길 7,37.766083,128.874474
강원특별자치도 강릉시 하슬라로177번길 7 (교동),37.766083,128.874474
강원특별자치도 강릉시 하슬라로192번길 13,37.766885,128.876994
강원특별자치도 강릉시 하슬라로192번길 24,37.766292,128.878146
강원특별자치도 강릉시 하슬라로206번길 11-4,37.768161,128.877254
강원특별자치도 강릉시 하슬라로206번길 12-10 (교동),37.767263,128.876701
강원특별자치도 강릉시 하슬라로206번길 12-3,37.767445,128.877077
강원특별자치도 강릉시 하슬라로206번길 16-1,37.767634,128.877590
강원특별자치도 강릉시 하슬라로206번길 16-6,37.767291,128.877220
강원특별자치도 강릉시 하슬라로206번길 16-7,37.767257,128.877499
강원특별자치도 강릉시 하슬라로206번길 19-13,37.768874,128.878037
강원특별자치도 강릉시 하슬라로206번길 19-14 1층,37.768754,128.878300
강원특별자치도 강릉시 하슬라로206번길 19-16 (교동),37.768862,128.878309
강원특별자치도 강릉시 하슬라로206번길 19-7,37.768419,128.877964
강원특별자치도 강릉시 하슬라로206번길 20,37.767716,128.877801
강원특별자치도 강릉시 하슬라로206번길 3-11,37.768908,128.876019
강원특별자치도 강릉시 하슬라로206번길 3-13,37.769044,128.876028
강원특별자치도 강릉시 하슬라로206번길 4-10 (교동),37.767287,128.875781
강원특별자치도 강릉시 하슬라로206번길 4-3 (교동),37.767710,128.876158
강원특별자치도 강릉시 하슬라로206번길 7-1(교동),37.768109,128.876416
강원특별자치도 강릉시 하슬라로206번길 7-15 1층,37.768939,128.876528
강원특별자치도 강릉시 하슬라로206번길 8-4 (교동),37.767791,128.876362
강원특별자치도 강릉시 하슬라로206번길 8-9,37.767407,128.876552
강원특별자치도 강릉시 하슬라로206번길 9,37.768052,128.876893
강원특별자치도 강릉시 하슬라로232번길 1,37.770637,128.876146
강원특별자치도 강릉시 하슬라로232번길 11 (교동),37.770592,128.877162
강원특별자치도 강릉시 하슬라로232번길 13,37.770581,128.877490
강원특별자치도 강릉시 하슬라로232번길 14-5,37.770078,128.877477
강원특별자치도 강릉시 하슬라로232번길 21-9(교동),37.771168,128.878179
강원특별자치도 강릉시 하슬라로232번길 22-11,37.769616,128.878346
강원특별자치도 강릉시 하슬라로232번길 26-12 (교동),37.769606,128.878528
"강원특별자치도 강릉시 하슬라로232번길 7-13, 1층",37.771295,128.876693
강원특별자치도 강릉시 하슬라로232번길 7-6 (교동),37.770891,128.876985
강원특별자치도 강릉시 하평2길 6 (포남동),37.770758,128.912599
"강원특별자치도 강릉시 하평3길 37, 상가동 202호(포남동, 일송아파트)",37.771812,128.914193
강원특별자치도 강릉시 하평4길 32 (포남동),37.772295,128.915991
강원특별자치도 강릉시 하평5길 11,37.770896,128.917535
강원특별자치도 강릉시 하평5길 14,37.771223,128.917594
강원특별자치도 강릉시 하평5길 14 (포남동),37.771223,128.917594
강원특별자치도 강릉시 하평5길 2 (포남동),37.770423,128.918417
강원특별자치도 강릉시 하평5길 2 1층,37.770423,128.918417
"강원특별자치도 강릉시 하평5길 2, 1층 (포남동)",37.770423,128.918417
강원특별자치도 강릉시 하평5길 20-1,37.771709,128.917124
강원특별자치도 강릉시 하평6길 13,37.770468,128.918556
강원특별자치도 강릉시 하평길 20,37.770055,128.910729
강원특별자치도 강릉시 하평길 20 (포남동),37.770055,128.910729
강원특별자치도 강릉시 하평길 22 (포남동),37.770185,128.911239
강원특별자치도 강릉시 하평길 28,37.770222,128.911592
강원특별자치도 강릉시 하평길 28 (포남동),37.770222,128.911592
강원특별자치도 강릉시 하평길 4,37.769404,128.909300
강원특별자치도 강릉시 하평길 40 (포남동),37.770173,128.913040
강원특별자치도 강릉시 하평길 5,37.769762,128.909314
"강원특별자치도 강릉시 하평길 55-1 (포남동, 송정주공아파트 상가동)",37.770138,128.914828
강원특별자치도 강릉시 하평길 6 (포남동),37.769563,128.909487
강원특별자치도 강릉시 학교담길 32-8,37.881230,128.831437
강원특별자치도 강릉시 해안로 1173 크림하우스,37.850467,128.860982
강원특별자치도 강릉시 해안로 141,37.781538,128.930996
강원특별자치도 강릉시 해안로 1597,37.878808,128.834201
강원특별자치도 강릉시 해안로 1727-2,37.889316,128.828160
강원특별자치도 강릉시 해안로 2025,37.907009,128.823827
강원특별자치도 강릉시 해안로 280,37.790547,128.920939
강원특별자치도 강릉시 해안로 280 (강문동),37.790547,128.920939
강원특별자치도 강릉시 해안로 286 (강문동),37.790951,128.920553
강원특별자치도 강릉시 해안로 292 (강문동),37.791316,128.920183
"강원특별자치도 강릉시 해안로 292 1층, 7호",37.791316,128.920183
강원특별자치도 강릉시 해안로 292 5호,37.791316,128.920183
강원특별자치도 강릉시 해안로 298-4 (강문동),37.791655,128.919852
"강원특별자치도 강릉시 해안로 298-4 B동 1,2,3호",37.791655,128.919852
강원특별자치도 강릉시 해안로 298-5 (강문동),37.792132,128.919272
강원특별자치도 강릉시 해안로 30 (견소동),37.775655,128.941612
"강원특별자치도 강릉시 해안로 30, 1층 (견소동)",37.775655,128.941612
강원특별자치도 강릉시 해안로 341 1층,37.793936,128.915853
강원특별자치도 강릉시 해안로 388,37.796858,128.912360
강원특별자치도 강릉시 해안로 511-5 (안현동),37.804469,128.904266
강원특별자치도 강릉시 해안로 517,37.804671,128.903399
강원특별자치도 강릉시 해안로 609,37.811799,128.898695
강원특별자치도 강릉시 해안로 609 (안현동),37.811799,128.898695
강원특별자치도 강릉시 해안로406번길 26(강문동),37.798625,128.914711
강원특별자치도 강릉시 헌화로 665-1,37.664639,129.050807
강원특별자치도 강릉시 홍제로 38(홍제동),37.751495,128.886416
강원특별자치도 강릉시 홍제로 41(홍제동),37.751930,128.885992
강원특별자치도 강릉시 홍제로 7-11,37.748683,128.885354
강원특별자치도 강릉시 홍질목길 55-11,37.864608,128.842449
강원특별자치도 강릉시 화부산로 35-2,37.760175,128.885588
강원특별자치도 강릉시 화부산로 56 A동,37.761875,128.885723
강원특별자치도 강릉시 화부산로 78,37.763237,128.886863
강원특별자치도 강릉시 회산로 297,37.736374,128.862755
"강원특별자치도 강릉시 회산로 344 (회산동, 강릉서희스타힐스리버파크)",37.739039,128.865922
강원특별자치도 강릉시 회산로 372 (회산동),37.741021,128.868388
강원특별자치도 강릉시 회산로339번길 12-7 (회산동),37.739736,128.863844
강원특별자치도 강릉시 회산로339번길 12-7 1층,37.739736,128.863844
강원특별자치도 강릉시 회산로383번길 1 (회산동),37.741686,128.868697
강원특별자치도 강릉시 회산로383번길 35 (회산동),37.742159,128.865892
강원특별자치도 강릉시 회산로385번길 1 (회산동),37.742083,128.869068
강원특별자치도 고성군,,
강원특별자치도 고성군 간성읍 간성로 17,38.378574,128.473167
강원특별자치도 고성군 간성읍 간성로 19,38.378649,128.472857
강원특별자치도 고성군 간성읍 간성로 27,38.378689,128.471975
강원특별자치도 고성군 간성읍 간성로 31-1,38.378762,128.471306
강원특별자치도 고성군 간성읍 간성로 51,38.379147,128.469352
강원특별자치도 고성군 간성읍 간성로 51-5,38.378759,128.469293
강원특별자치도 고성군 간성읍 간성로 62 1층,38.379550,128.468283
강원특별자치도 고성군 간성읍 간성로 73-2,38.379378,128.466646
강원특별자치도 고성군 간성읍 간성로67번길 10,38.378795,128.467237
강원특별자치도 고성군 간성읍 간성로67번길 7-14,38.378591,128.468765
강원특별자치도 고성군 간성읍 간성북로 4,38.379307,128.471222
강원특별자치도 고성군 간성읍 간성북로 6,38.379428,128.471152
강원특별자치도 고성군 간성읍 간성북로7번길 45,38.382943,128.469159
강원특별자치도 고성군 간성읍 간성북로7번길 7-3 101호,38.379458,128.470325
강원특별자치도 고성군 간성읍 간성시장1길 6,38.379615,128.470141
강원특별자치도 고성군 간성읍 간성시장3길 5-1,38.379710,128.469462
강원특별자치도 고성군 간성읍 간성시장3길 7-1,38.379867,128.469451
강원특별자치도 고성군 간성읍 건봉사로 378,38.386891,128.409723
강원특별자치도 고성군 간성읍 고성중앙1길 13,38.379775,128.468344
강원특별자치도 고성군 간성읍 고성중앙1길 23,38.379687,128.468886
강원특별자치도 고성군 간성읍 교동3길 34,38.380610,128.445890
강원특별자치도 고성군 간성읍 남천마루3길 2-5,38.378215,128.477941
강원특별자치도 고성군 간성읍 소똥령마을길 32,38.330498,128.378398
강원특별자치도 고성군 간성읍 수성로 141,38.379737,128.462724
강원특별자치도 고성군 간성읍 수성로 24,38.377726,128.472589
강원특별자치도 고성군 간성읍 수성로 55-6,38.376263,128.469768
강원특별자치도 고성군 간성읍 수성로16번길 14,38.378506,128.472072
강원특별자치도 고성군 간성읍 수성로16번길 22,38.378600,128.471002
강원특별자치도 고성군 간성읍 수성안길 16-1,38.378533,128.465619
강원특별자치도 고성군 간성읍 수성안길 48,38.380626,128.463490
강원특별자치도 고성군 간성읍 수성안길 48 1층,38.380626,128.463490
강원특별자치도 고성군 간성읍 수성안길 5,38.377711,128.466425
강원특별자치도 고성군 간성읍 진부령로 2386,38.372382,128.410183
강원특별자치도 고성군 간성읍 진부령로 2652,38.377435,128.437912
강원특별자치도 고성군 간성읍 진부령로 2689-2,38.379617,128.441715
강원특별자치도 고성군 간성읍 진부령로 2709-4,38.380644,128.443163
강원특별자치도 고성군 거진읍 거진길 31,38.446841,128.454411
강원특별자치도 고성군 거진읍 거진길 37-1,38.447389,128.454700
강원특별자치도 고성군 거진읍 거진길 38-5,38.447142,128.455096
강원특별자치도 고성군 거진읍 거진시장길 15,38.447838,128.453957
강원특별자치도 고성군 거진읍 거진시장길 15-1,38.447760,128.453660
강원특별자치도 고성군 거진읍 거진항1길 49-1,38.448256,128.463127
강원특별자치도 고성군 거진읍 거진항1길 55,38.447923,128.463372
강원특별자치도 고성군 거진읍 거진항1길 73,38.447939,128.464325
강원특별자치도 고성군 거진읍 거진항길 11,38.445836,128.454924
강원특별자치도 고성군 거진읍 거진항길 19,38.446429,128.455540
강원특별자치도 고성군 거진읍 거진항길 29,38.447202,128.456414
강원특별자치도 고성군 거진읍 거탄진로 110,38.444907,128.454191
강원특별자치도 고성군 거진읍 거탄진로 136-1 1층,38.446820,128.455820
강원특별자치도 고성군 거진읍 거탄진로 144,38.447241,128.456288
강원특별자치도 고성군 거진읍 거탄진로 146,38.447382,128.456503
강원특별자치도 고성군 거진읍 거탄진로 148,38.447595,128.456683
강원특별자치도 고성군 거진읍 거탄진로 150-1,38.447755,128.456887
강원특별자치도 고성군 거진읍 거탄진로 166,38.448455,128.458257
강원특별자치도 고성군 거진읍 거탄진로 85,38.442786,128.453152
강원특별자치도 고성군 거진읍 거탄진로 99,38.444090,128.453343
강원특별자치도 고성군 거진읍 거탄진로129번길 13,38.447100,128.453875
강원특별자치도 고성군 거진읍 거탄진로129번길 27-10,38.448559,128.452821
강원특별자치도 고성군 거진읍 거탄진로129번길 32,38.448292,128.453178
강원특별자치도 고성군 거진읍 반암길 38,38.422436,128.462524
강원특별자치도 고성군 거진읍 자산천로 36,38.420024,128.463351
"강원특별자치도 고성군 거진읍 자산천로 36 (반암리, 동명막국수)동명능이백숙",38.420024,128.463351
강원특별자치도 고성군 거진읍 자산천로 40,38.420132,128.463044
강원특별자치도 고성군 거진읍 자산천로 41,38.419944,128.462744
강원특별자치도 고성군 거진읍 진부령로 2809,38.385308,128.452769
강원특별자치도 고성군 거진읍 진부령로 2866,38.387144,128.458120
강원특별자치도 고성군 거진읍 포남길 46,38.433644,128.445056
강원특별자치도 고성군 거진읍 해오름해변길 117,38.438899,128.453934
강원특별자치도 고성군 거탄진로129번길 32,38.448292,128.453178
강원특별자치도 고성군 괘진길 53-7,38.296311,128.547841
강원특별자치도 고성군 교암1길 42,38.291548,128.544385
강원특별자치도 고성군 교암길 47 솔잎식당,38.289566,128.546412
강원특별자치도 고성군 교암길 60 녹원식당,38.290530,128.546431
강원특별자치도 고성군 교암길 80 사랑만들기,38.292312,128.545428
강원특별자치도 고성군 성대로 188,38.254908,128.509566
강원특별자치도 고성군 심층수길 33 만성횟집,38.327368,128.527684
강원특별자치도 고성군 아야진해변길 137,38.274877,128.553457
강원특별자치도 고성군 아야진해변길 73 오미냉면,38.271898,128.555243
"강원특별자치도 고성군 아야진해변길 80 동해활어, 처갓집양념통닭",38.272159,128.556019
강원특별자치도 고성군 원암학사평길 28,38.207048,128.511186
강원특별자치도 고성군 자작도선사1길 18-1,38.309307,128.540246
강원특별자치도 고성군 죽왕면 가진길 40-5,38.372827,128.508731
강원특별자치도 고성군 죽왕면 가진해변길 114,38.368761,128.509578
강원특별자치도 고성군 죽왕면 가진해변길 88,38.370443,128.508201
강원특별자치도 고성군 죽왕면 가향길 20-1,38.375616,128.504881
강원특별자치도 고성군 죽왕면 공현진해변길 72,38.354812,128.511459
강원특별자치도 고성군 죽왕면 공현진해변길 95,38.356296,128.509884
강원특별자치도 고성군 죽왕면 공현진해변길 95-3,38.356068,128.509987
강원특별자치도 고성군 죽왕면 동해대로 5841,38.323680,128.525169
강원특별자치도 고성군 죽왕면 동해대로 5845,38.324007,128.525425
강원특별자치도 고성군 죽왕면 동해대로 5866,38.326141,128.525635
강원특별자치도 고성군 죽왕면 동해대로 6546-6,38.380648,128.496170
강원특별자치도 고성군 죽왕면 문암항길 71-1,38.303105,128.547043
강원특별자치도 고성군 죽왕면 삼포민박촌2길 14,38.316558,128.529728
강원특별자치도 고성군 죽왕면 삼포민박촌2길 31,38.317364,128.528031
강원특별자치도 고성군 죽왕면 삼포민박촌2길 34,38.317760,128.528503
강원특별자치도 고성군 죽왕면 삼포해변길 10,38.315803,128.532140
강원특별자치도 고성군 죽왕면 송지호로 510,38.343777,128.502724
강원특별자치도 고성군 죽왕면 순포로 4-21,38.318746,128.525580
강원특별자치도 고성군 죽왕면 심층수길 40-12,38.327227,128.529052
강원특별자치도 고성군 천진해변길 33 소울브릿지,38.259798,128.559298
강원특별자치도 고성군 천학정길 12 교암다이빙리조트,38.289302,128.548043
강원특별자치도 고성군 천학정길 19 오엔씨,38.290064,128.547393
강원특별자치도 고성군 청간정길 25-2,38.266316,128.557390
강원특별자치도 고성군 청간정길 43,38.267310,128.556593
강원특별자치도 고성군 토성로 75 봉포선영이네물회전문점,38.253191,128.563972
강원특별자치도 고성군 토성로 84 해맞이하우스,38.253854,128.563578
"강원특별자치도 고성군 토성면 광포길 58, 게섯거라",38.248389,128.566595
강원특별자치도 고성군 토성면 교암길 59,38.290608,128.546077
강원특별자치도 고성군 토성면 교암길 80,38.292312,128.545428
"강원특별자치도 고성군 토성면 교암길 80, 2층",38.292312,128.545428
강원특별자치도 고성군 토성면 동루골길 3,38.255326,128.509011
강원특별자치도 고성군 토성면 동해대로 4800,38.243591,128.572599
강원특별자치도 고성군 토성면 동해대로 4830-5,38.244350,128.570108
강원특별자치도 고성군 토성면 미시령옛길 1153,38.213116,128.493440
강원특별자치도 고성군 토성면 백촌1길 10,38.293015,128.541761
강원특별자치도 고성군 토성면 백촌3길 77,38.285749,128.541051
강원특별자치도 고성군 토성면 백촌길 30-14,38.293774,128.544019
강원특별자치도 고성군 토성면 버리깨길 23,38.231437,128.582963
강원특별자치도 고성군 토성면 봉포해변길 99,38.249662,128.567580
강원특별자치도 고성군 토성면 서신평2길 61-12,38.236423,128.518711
강원특별자치도 고성군 토성면 아야진해변길 145,38.275326,128.553005
강원특별자치도 고성군 토성면 아야진해변길 192,38.279728,128.553164
강원특별자치도 고성군 토성면 아야진해변길 70,38.271742,128.555927
강원특별자치도 고성군 토성면 아야진해변길 80,38.272159,128.556019
강원특별자치도 고성군 토성면 아야진해변길 81-1,38.272483,128.555815
